[0.20466524 0.06867824 0.7266565 ],[0.02071625 0.01664872 0.0006522 ],[0.05859441 0.04708969 0.0018447 ]
[0.29120332 0.01120205 0.6975946 ],[4.06868646e-02 3.64102197e-04 1.63444304e-05],[1.15079831e-01 1.02983653e-03 4.62290302e-05]
[0.01569479 0.01819213 0.96611315],[6.20486095e-02 1.90416758e-07 2.49008728e-07],[1.75499970e-01 5.38579924e-07 7.04303041e-07]
[0.01242539 0.30176944 0.68580526],[2.44038577e-02 2.95810135e-05 1.65290788e-03],[6.90245331e-02 8.36677410e-05 4.67512949e-03]
[0.03505505 0.02422199 0.94072294],[7.34392624e-02 1.34986015e-06 1.59183678e-06],[2.07717602e-01 3.81798107e-06 4.50239432e-06]
[0.17082585 0.13477957 0.69439465],[7.12038281e-02 1.11486962e-05 3.67805850e-05],[2.01394839e-01 3.15332748e-05 1.04031204e-04]
[0.03112019 0.03084944 0.9380304 ],[6.45318583e-02 2.29692002e-07 2.27629817e-07],[1.82523658e-01 6.49667088e-07 6.43834350e-07]
[0.02536942 0.65347564 0.32115492],[0.00110355 0.00403856 0.06910089],[0.0031213  0.01142276 0.19544682]
[0.13944161 0.02411345 0.836445  ],[5.73635648e-02 1.21887361e-05 1.78210183e-06],[1.62248663e-01 3.44749518e-05 5.04054514e-06]
[0.01237826 0.00853947 0.9790822 ],[6.14171838e-02 1.65113510e-07 1.47038265e-07],[1.73714028e-01 4.67011531e-07 4.15887017e-07]
[0.00767456 0.00392711 0.98839825],[5.86506687e-02 8.78144811e-08 9.37937156e-08],[1.65889142e-01 2.48376860e-07 2.65288689e-07]
[0.07596195 0.21302156 0.7110165 ],[0.00029772 0.01654567 0.01307086],[0.00084208 0.04679823 0.03696997]
[0.02299788 0.03168206 0.9453201 ],[6.60390115e-02 2.95689205e-06 1.07940629e-05],[1.86786531e-01 8.36335369e-06 3.05302204e-05]
[0.25974062 0.00994303 0.73031634],[5.19030759e-02 3.53570903e-05 3.14262111e-06],[1.46804068e-01 1.00004953e-04 8.88867478e-06]
[0.51797503 0.03391765 0.44810733],[0.00111257 0.06461787 0.00465394],[0.00314681 0.18276693 0.01316334]
[0.21791813 0.0130047  0.7690772 ],[0.00330251 0.06214654 0.00064842],[0.0093409  0.17577695 0.00183401]
[0.0163993  0.01278869 0.970812  ],[6.56703446e-02 2.75824933e-07 2.74921705e-07],[1.85743784e-01 7.80150721e-07 7.77596008e-07]
[0.02992806 0.01366296 0.95640904],[6.55078276e-02 7.22630807e-07 4.60008837e-07],[1.85284117e-01 2.04390858e-06 1.30110147e-06]
[0.00953595 0.6083602  0.38210386],[0.00075228 0.00488788 0.05387572],[0.00212778 0.013825   0.15238354]
[0.0925774  0.01694877 0.89047384],[6.80569951e-02 1.00145363e-06 6.74848285e-07],[1.92494251e-01 2.83253860e-06 1.90875919e-06]
[0.01586013 0.80358595 0.18055391],[9.93232463e-07 5.71166559e-02 5.92498527e-06],[2.80928564e-06 1.61550299e-01 1.67583890e-05]
[0.18227409 0.11134593 0.70638   ],[5.20034221e-02 7.96718516e-04 8.17193041e-05],[0.14708789 0.00225346 0.00023114]
[0.06354806 0.01184474 0.9246072 ],[4.93545280e-02 5.91083781e-05 4.20388863e-06],[1.39595686e-01 1.67183740e-04 1.18903926e-05]
[0.01506793 0.01263105 0.97230107],[6.27208967e-02 5.05994893e-07 3.00756736e-07],[1.77401485e-01 1.43116968e-06 8.50668510e-07]
[0.03628045 0.12983456 0.833885  ],[7.99502190e-02 1.41493465e-05 2.63403725e-05],[2.26133368e-01 4.00203954e-05 7.45018241e-05]
[0.01257362 0.03317438 0.954252  ],[6.59389115e-02 3.34668993e-07 3.78064947e-07],[1.86503406e-01 9.46586857e-07 1.06932915e-06]
[0.0068441  0.8553477  0.13780817],[5.04478158e-06 4.10912407e-02 1.24388580e-04],[1.42687970e-05 1.16223580e-01 3.51824035e-04]
[0.0066959  0.00626388 0.9870402 ],[6.02730258e-02 1.08791695e-07 1.08713804e-07],[1.70477861e-01 3.07709381e-07 3.07489072e-07]
[0.00754195 0.0039239  0.98853415],[5.94350107e-02 9.45649445e-08 9.57193070e-08],[1.68107597e-01 2.67470054e-07 2.70735084e-07]
[0.01494951 0.0272274  0.9578231 ],[6.72478814e-02 7.76293810e-07 5.48710442e-07],[1.90205732e-01 2.19569047e-06 1.55198750e-06]
[0.00672323 0.05891479 0.93436193],[6.41363053e-02 2.87884873e-07 3.72395702e-07],[1.81404866e-01 8.14261384e-07 1.05329411e-06]
[0.0189985  0.16591296 0.81508857],[8.61933494e-02 3.09824227e-05 4.53912086e-05],[2.43791607e-01 8.76315247e-05 1.28385726e-04]
[0.67997    0.01202912 0.30800086],[0.00187149 0.10230247 0.00238518],[0.00529337 0.28935507 0.0067463 ]
[0.00999664 0.01458971 0.9754136 ],[6.06784413e-02 1.49068114e-07 1.32133052e-07],[1.71624549e-01 4.21628296e-07 3.73728709e-07]
[0.04058446 0.12188116 0.83753437],[4.78320572e-02 1.99979484e-05 2.86432597e-04],[1.35289488e-01 5.65627397e-05 8.10153728e-04]
[0.03438826 0.0655122  0.90009964],[5.18956882e-02 7.99765047e-06 9.30894242e-05],[1.46783172e-01 2.26207715e-05 2.63296652e-04]
[0.00117211 0.00252459 0.9963033 ],[5.83570320e-02 8.21152519e-08 7.95095729e-08],[1.65058612e-01 2.32257006e-07 2.24887033e-07]
[0.01787877 0.01676528 0.96535605],[6.11903431e-02 1.61042434e-07 2.08388778e-07],[1.73072426e-01 4.55496788e-07 5.89412473e-07]
[0.06766152 0.01898756 0.9133509 ],[6.74159939e-02 6.59403518e-07 1.03810005e-06],[1.90681226e-01 1.86507480e-06 2.93619034e-06]
[0.03593195 0.01098881 0.9530792 ],[6.02777568e-02 5.04644034e-07 2.43442873e-07],[1.70491242e-01 1.42734887e-06 6.88560427e-07]
[0.02453647 0.02087327 0.95459026],[6.20860541e-02 2.13157945e-07 1.76123126e-07],[1.75605880e-01 6.02901714e-07 4.98151426e-07]
[0.04184558 0.15371862 0.80443585],[7.58577459e-02 5.32272359e-06 3.42514858e-06],[2.14558106e-01 1.50549358e-05 9.68778316e-06]
[0.01563977 0.18389946 0.8004609 ],[7.62660448e-02 5.60246219e-06 1.04720885e-05],[2.1571295e-01 1.5846156e-05 2.9619539e-05]
[0.04352022 0.03232082 0.92415893],[7.02746610e-02 6.48732656e-07 6.79532542e-07],[1.98766757e-01 1.83489304e-06 1.92200827e-06]
[0.01962791 0.02502305 0.9553491 ],[6.84163166e-02 5.84385148e-07 7.40199897e-07],[1.93510566e-01 1.65289080e-06 2.09360147e-06]
[0.04083986 0.07499719 0.884163  ],[8.54137104e-02 1.25470572e-05 1.12968238e-05],[2.41586455e-01 3.54884370e-05 3.19522429e-05]
[0.16728422 0.02226393 0.8104519 ],[6.45051794e-02 2.20723072e-05 4.81540571e-06],[1.82448199e-01 6.24299123e-05 1.36200241e-05]
[0.06620468 0.06399336 0.86980194],[7.85300760e-02 1.19298874e-05 7.14663469e-06],[2.22116597e-01 3.37428172e-05 2.02137354e-05]
[0.03519335 0.04933521 0.9154715 ],[6.08610238e-02 2.54239326e-05 4.15737013e-06],[1.72140970e-01 7.19097405e-05 1.17588184e-05]
[0.01718247 0.08744222 0.8953754 ],[6.00897652e-02 1.48649133e-07 2.11346322e-07],[1.69959522e-01 4.20443241e-07 5.97777670e-07]
[0.00778898 0.01035914 0.98185194],[6.25697821e-02 2.77417570e-07 4.41246987e-07],[1.76974069e-01 7.84655379e-07 1.24803495e-06]
[0.06656375 0.03069468 0.9027416 ],[6.16073751e-02 8.92640322e-07 3.83380255e-07],[1.74251971e-01 2.52476810e-06 1.08436311e-06]
[0.05605821 0.01916828 0.9247736 ],[7.07281315e-02 1.51502661e-06 1.07006315e-06],[2.00049366e-01 4.28514236e-06 3.02659565e-06]
[0.00153489 0.00359872 0.9948664 ],[5.80827743e-02 7.43407657e-08 7.36190299e-08],[1.64282894e-01 2.10267438e-07 2.08226061e-07]
[0.04027963 0.0560227  0.90369767],[6.79675474e-02 1.58070644e-06 8.93233837e-07],[1.92241255e-01 4.47091297e-06 2.52644681e-06]
[0.02769207 0.0143746  0.95793337],[6.92415682e-02 5.35669528e-07 5.29697899e-07],[1.95844730e-01 1.51510222e-06 1.49821191e-06]
[0.02216523 0.5668599  0.41097492],[0.00534575 0.00168934 0.07153741],[0.01512006 0.00477818 0.20233835]
[0.05839673 0.10186033 0.83974296],[5.35240153e-02 3.19779620e-06 3.20116523e-05],[1.51388777e-01 9.04473352e-06 9.05426255e-05]
[0.00899217 0.00478613 0.9862217 ],[5.93931629e-02 9.49444288e-08 9.69318071e-08],[1.67989233e-01 2.68543398e-07 2.74164552e-07]
[0.00679921 0.18179573 0.81140506],[5.97660057e-02 6.11456150e-07 2.31810207e-06],[1.69043792e-01 1.72945916e-06 6.55658277e-06]
[0.06144419 0.07076845 0.86778736],[8.19290360e-02 5.47531237e-06 5.21668294e-06],[2.31730308e-01 1.54865220e-05 1.47550075e-05]
[0.01998073 0.04185546 0.9381639 ],[6.33375199e-02 1.58163267e-06 6.07884934e-06],[1.79145559e-01 4.47353274e-06 1.71935824e-05]
[0.03010918 0.0659451  0.9039457 ],[6.93171038e-02 5.51803410e-07 5.41323889e-07],[1.96058377e-01 1.56073573e-06 1.53109517e-06]
[0.10477568 0.03467406 0.8605503 ],[6.79974607e-02 5.66127593e-07 7.39459718e-07],[1.92325862e-01 1.60125064e-06 2.09150792e-06]
[0.02134277 0.43726614 0.54139113],[1.84034039e-02 6.86200650e-05 4.60361916e-03],[0.05205269 0.00019409 0.013021  ]
[0.03388636 0.22271758 0.74339604],[8.13548973e-02 5.27133425e-05 2.71521681e-05],[2.30106398e-01 1.49095848e-04 7.67979289e-05]
[0.01072223 0.00767917 0.98159856],[6.16973668e-02 1.81850099e-07 1.57377408e-07],[1.74506506e-01 5.14349752e-07 4.45130531e-07]
[0.06053679 0.01719602 0.92226714],[6.11496228e-02 1.78839043e-06 5.66101063e-07],[1.72957252e-01 5.05833201e-06 1.60117560e-06]
[0.0075119  0.02079061 0.9716975 ],[5.93071922e-02 1.14134297e-07 1.39951907e-07],[1.67746071e-01 3.22820542e-07 3.95843770e-07]
[0.02061646 0.35759857 0.621785  ],[0.01264153 0.00050901 0.02302782],[0.03575564 0.00143968 0.06513251]
[0.0092716  0.01427547 0.976453  ],[6.18270356e-02 1.58159478e-07 1.49829696e-07],[1.74873264e-01 4.47342557e-07 4.23782375e-07]
[0.04753648 0.25139365 0.7010699 ],[0.09701826 0.0002739  0.00023571],[0.27440909 0.0007747  0.00066669]
[0.98307437 0.00257199 0.01435366],[9.25774038e-08 1.07782314e-07 5.82602999e-02],[2.61848440e-07 3.04854419e-07 1.64785013e-01]
[0.02644683 0.02059463 0.9529585 ],[6.55862789e-02 7.73681676e-07 4.80415035e-07],[1.85506010e-01 2.18830224e-06 1.35881892e-06]
[0.00615502 0.00375397 0.99009097],[6.03914086e-02 1.28202054e-07 1.47182144e-07],[1.70812698e-01 3.62610167e-07 4.16293968e-07]
[0.06131592 0.04656729 0.8921168 ],[6.92562155e-02 1.63207267e-06 1.00207427e-06],[1.95886159e-01 4.61619861e-06 2.83429405e-06]
[0.03583042 0.39384905 0.57032055],[7.03392436e-02 5.69369783e-05 2.28145190e-04],[1.98949425e-01 1.61042094e-04 6.45292045e-04]
[0.01084072 0.02605141 0.9631079 ],[6.24485084e-02 2.28776070e-07 3.22065643e-07],[1.76631055e-01 6.47076441e-07 9.10939201e-07]
[0.03764446 0.03354007 0.9288155 ],[6.61483602e-02 1.04694694e-06 6.06169520e-07],[1.87095816e-01 2.96121313e-06 1.71450631e-06]
[0.19416022 0.07296531 0.7328745 ],[0.08187889 0.00034001 0.00080724],[0.23158848 0.0009617  0.00228322]
[0.18723741 0.03185759 0.78090507],[7.65883039e-02 1.69408151e-05 8.29103066e-06],[2.16624436e-01 4.79158609e-05 2.34505760e-05]
[0.01272055 0.00776485 0.9795146 ],[5.89115584e-02 1.40126055e-07 1.10267081e-07],[1.66627050e-01 3.96336335e-07 3.11882404e-07]
[0.04922135 0.03109821 0.91968036],[6.44450295e-02 8.08048499e-06 2.13805243e-06],[1.82278070e-01 2.28550629e-05 6.04732548e-06]
[0.02484681 0.09383146 0.8813217 ],[4.52899870e-02 5.20113338e-06 9.71734332e-05],[1.28099428e-01 1.47110267e-05 2.74847974e-04]
[0.01540663 0.08314554 0.9014478 ],[6.75303523e-02 8.31917453e-07 1.46044634e-06],[1.91004680e-01 2.35301789e-06 4.13076604e-06]
[0.04294803 0.06280725 0.8942447 ],[7.20928222e-02 9.45475781e-06 3.99303602e-06],[2.03909294e-01 2.67420935e-05 1.12940114e-05]
[0.01178511 0.00777296 0.9804419 ],[6.1943734e-02 1.5022800e-07 1.5464727e-07],[1.75203337e-01 4.24908951e-07 4.37408532e-07]
[0.07626116 0.3384458  0.5852931 ],[0.06403685 0.00043163 0.00202238],[0.18112357 0.00122084 0.00572016]
[0.01631895 0.00952673 0.97415435],[5.75215916e-02 1.45982494e-07 9.93103747e-08],[1.62695630e-01 4.12900845e-07 2.80892158e-07]
[0.08846658 0.08460337 0.82693005],[6.85205781e-02 1.57270500e-05 4.66760522e-06],[1.93805462e-01 4.44828149e-05 1.32019812e-05]
[0.04399705 0.01282486 0.9431781 ],[6.11675044e-02 1.77522277e-06 5.64131452e-07],[1.73007829e-01 5.02108824e-06 1.59560470e-06]
[0.07204551 0.13582803 0.7921265 ],[8.62995614e-02 8.31229038e-05 1.44891031e-04],[2.44092020e-01 2.35107076e-04 4.09813722e-04]
[0.00586225 0.0103607  0.98377705],[6.09655597e-02 1.24113307e-07 1.23878388e-07],[1.72436643e-01 3.51045444e-07 3.50380993e-07]
[0.12776162 0.06574614 0.8064922 ],[0.09708984 0.00018446 0.00020396],[0.27461152 0.00052173 0.00057687]
[0.10374299 0.07032227 0.82593477],[6.80018370e-02 2.20686369e-05 5.99395393e-06],[1.92338240e-01 6.24195313e-05 1.69534619e-05]
[0.00437476 0.00295266 0.9926725 ],[5.81705249e-02 7.53900718e-08 7.66502942e-08],[1.64531091e-01 2.13235324e-07 2.16799771e-07]
[0.00411625 0.02554452 0.97033924],[6.10433982e-02 1.37718098e-07 1.32048585e-07],[1.72656803e-01 3.89525605e-07 3.73489799e-07]
[0.08367839 0.06374454 0.85257703],[7.11964159e-02 2.81502945e-05 8.89220757e-06],[2.01373874e-01 7.96210565e-05 2.51509611e-05]
[0.06371266 0.10858875 0.8276985 ],[7.23680268e-02 3.84463548e-06 2.17045530e-06],[2.04687690e-01 1.08742713e-05 6.13897463e-06]
[0.7853608  0.01902287 0.19561635],[6.54810628e-06 1.55694577e-04 4.15532728e-02],[1.85208414e-05 4.40370764e-04 1.17530404e-01]
[0.07371761 0.15839958 0.76788276],[6.23378236e-02 5.92324253e-05 3.55101996e-04],[1.76317991e-01 1.67534598e-04 1.00438012e-03]
[0.44332382 0.03159103 0.52508515],[0.00289096 0.08916575 0.00150656],[0.00817687 0.25219883 0.00426121]
[0.01038766 0.01319499 0.9764173 ],[5.92610079e-02 1.42722530e-07 2.21559476e-07],[1.67615442e-01 4.03680274e-07 6.26664833e-07]
[0.02354176 0.02333388 0.9531244 ],[6.36930839e-02 3.64422185e-07 6.21350046e-07],[1.80151246e-01 1.03074159e-06 1.75744332e-06]
[0.05612309 0.06606016 0.8778168 ],[7.86853806e-02 1.77786715e-05 3.84362051e-05],[2.22555865e-01 5.02856767e-05 1.08714005e-04]
[0.13104749 0.10803342 0.7609191 ],[8.86188044e-02 2.34684819e-05 2.59800287e-05],[2.50651830e-01 6.63788908e-05 7.34826178e-05]
[0.43442318 0.03784371 0.5277331 ],[0.00360503 0.1038452  0.0030189 ],[0.01019656 0.29371859 0.00853874]
[0.00354163 0.00522369 0.99123466],[5.88967515e-02 1.05775061e-07 1.27376505e-07],[1.66585170e-01 2.99177052e-07 3.60275161e-07]
[0.00635348 0.01145058 0.9821959 ],[6.23563382e-02 3.87194366e-07 2.55063996e-07],[1.76370358e-01 1.09515105e-06 7.21429924e-07]
[0.00950974 0.02538896 0.96510136],[6.31025599e-02 1.95067661e-07 2.17456843e-07],[1.78480992e-01 5.51734664e-07 6.15060832e-07]
[0.20214717 0.07252128 0.7253316 ],[8.33751279e-02 1.15720356e-04 5.79847785e-05],[2.35820473e-01 3.27306595e-04 1.64005720e-04]
[0.2141146  0.02987855 0.75600684],[4.52607065e-02 4.44190343e-04 2.82581428e-05],[1.28016610e-01 1.25636001e-03 7.99260976e-05]
[0.59717196 0.00996816 0.3928599 ],[0.00022621 0.01823322 0.01004722],[0.00063982 0.05157134 0.02841783]
[0.0140611  0.03051109 0.95542777],[6.65304476e-02 4.37581182e-07 5.58780340e-07],[1.88176523e-01 1.23766649e-06 1.58046947e-06]
[0.18776146 0.04394811 0.76829046],[2.96157417e-02 1.88879943e-03 5.47486646e-05],[0.08376597 0.00534233 0.00015485]
[0.11429878 0.36291644 0.52278477],[0.04539105 0.00720985 0.03361988],[0.12838528 0.02039254 0.09509137]
[0.01540599 0.05312406 0.93147   ],[5.78177733e-02 4.00775284e-07 1.55885467e-06],[1.63533358e-01 1.13356368e-06 4.40910682e-06]
[0.05046089 0.01169305 0.93784606],[6.39119881e-02 2.48232415e-07 2.23946347e-07],[1.80770401e-01 7.02107296e-07 6.33415924e-07]
[0.01216351 0.01530645 0.97253   ],[6.19147421e-02 1.64733771e-07 1.92129239e-07],[1.75121336e-01 4.65937468e-07 5.43423552e-07]
[0.06567466 0.03775302 0.89657235],[7.06803961e-02 6.95895901e-05 1.90848072e-05],[1.99914350e-01 1.96829084e-04 5.39799863e-05]
[0.03253103 0.04773587 0.919733  ],[6.52115410e-02 3.06691270e-07 2.79851136e-07],[1.84446091e-01 8.67453907e-07 7.91538544e-07]
[0.17925814 0.05518944 0.7655524 ],[7.21218258e-02 3.87247166e-05 1.23345351e-05],[2.03991328e-01 1.09530039e-04 3.48873337e-05]
[0.01716101 0.02042455 0.9624144 ],[6.06569390e-02 4.40630599e-07 2.34044221e-07],[1.71563731e-01 1.24629154e-06 6.61977024e-07]
[8.692025e-04 5.069269e-03 9.940615e-01],[5.80309798e-02 7.49020773e-08 7.73955935e-08],[1.64136397e-01 2.11855067e-07 2.18907796e-07]
[0.23529339 0.05299057 0.71171606],[0.02848414 0.00920165 0.00047172],[0.08056532 0.0260262  0.00133424]
[0.04069309 0.44389692 0.51541   ],[0.00129132 0.00861482 0.04938395],[0.00365242 0.02436638 0.13967891]
[0.06428376 0.06559072 0.8701255 ],[6.89213012e-02 1.52882911e-06 3.31322621e-06],[1.94938878e-01 4.32418174e-06 9.37121887e-06]
[0.41856018 0.05819242 0.5232474 ],[0.05569641 0.00343212 0.00055262],[0.15753324 0.00970751 0.00156304]
[0.01045549 0.02965826 0.95988625],[6.35008043e-02 3.79132801e-07 2.76683636e-07],[1.79607397e-01 1.07234950e-06 7.82579501e-07]
[0.04710771 0.0689601  0.8839322 ],[6.78495712e-02 1.28120457e-06 7.79897502e-07],[1.91907568e-01 3.62379375e-06 2.20588325e-06]
[0.7227164  0.04705994 0.2302237 ],[0.00037753 0.01577046 0.01574316],[0.00106782 0.0446056  0.04452838]
[0.02419111 0.02591537 0.9498936 ],[6.76751777e-02 7.12782076e-07 1.13801416e-06],[1.91414308e-01 2.01605216e-06 3.21879011e-06]
[0.00371579 0.00329674 0.9929876 ],[5.83804833e-02 7.78583139e-08 7.87546579e-08],[1.65124942e-01 2.20216567e-07 2.22751811e-07]
[0.02407659 0.01556032 0.96036303],[6.07165471e-02 1.26745899e-07 1.33473027e-07],[1.71732329e-01 3.58491540e-07 3.77518731e-07]
[0.03476622 0.11159723 0.85363656],[7.19713851e-02 6.92975650e-06 1.99924117e-05],[2.03565818e-01 1.96003113e-05 5.65470794e-05]
[0.05078075 0.2335737  0.71564555],[0.00740728 0.00027294 0.02576031],[0.02095095 0.00077198 0.07286115]
[0.03448447 0.16509964 0.8004159 ],[4.25742138e-02 1.13411964e-05 2.37030858e-04],[1.20418061e-01 3.20777475e-05 6.70424507e-04]
[0.0341472  0.22335687 0.7424959 ],[0.01470642 0.00015513 0.01009493],[0.04159603 0.00043878 0.02855277]
[0.02161152 0.0193736  0.9590149 ],[7.53854367e-02 1.97721790e-06 2.36466124e-06],[2.13222214e-01 5.59241674e-06 6.68827199e-06]
[0.0222729  0.02585204 0.95187503],[6.50499199e-02 2.53941111e-07 2.61640197e-07],[1.83988958e-01 7.18253927e-07 7.40030229e-07]
[0.03971565 0.00958757 0.95069677],[6.40266210e-02 2.17297080e-07 2.29071776e-07],[1.81094632e-01 6.14608955e-07 6.47912825e-07]
[0.33496332 0.18600486 0.47903183],[0.01406417 0.10518152 0.01566874],[0.03977947 0.29749825 0.04431789]
[0.00851078 0.00690409 0.9845852 ],[5.97213504e-02 1.08412277e-07 1.04019733e-07],[1.68917487e-01 3.06636226e-07 2.94212235e-07]
[0.01426183 0.00390179 0.9818364 ],[5.91895199e-02 1.52248550e-07 1.17239615e-07],[1.67413244e-01 4.30623928e-07 3.31603707e-07]
[0.0353766 0.2730548 0.6915686],[0.02530098 0.00031468 0.00821408],[0.07156199 0.00089005 0.02323293]
[0.04213778 0.18340714 0.774455  ],[0.04694605 0.00021406 0.0022504 ],[0.13278347 0.00060544 0.00636511]
[0.04598369 0.13195665 0.8220597 ],[4.18069917e-02 1.26882178e-05 2.81573426e-04],[1.18248029e-01 3.58876993e-05 7.96409916e-04]
[0.01097603 0.05075124 0.9382728 ],[6.36797695e-02 2.55760412e-07 2.22962061e-07],[1.80113587e-01 7.23399688e-07 6.30631940e-07]
[0.05500634 0.01962583 0.9253679 ],[7.50146627e-02 1.55911225e-06 1.67497557e-06],[2.12173507e-01 4.40983539e-06 4.73754633e-06]
[0.05602376 0.01755472 0.9264215 ],[7.29678346e-02 1.05781529e-06 1.13546337e-06],[2.06384202e-01 2.99195346e-06 3.21157539e-06]
[0.8007419  0.00753406 0.19172406],[9.26983426e-07 6.24070446e-06 5.57397580e-02],[2.62190507e-06 1.76513778e-05 1.57655843e-01]
[0.1115333  0.01291144 0.87555534],[5.24625347e-02 3.06592142e-05 2.84648643e-06],[1.48386456e-01 8.67173532e-05 8.05107942e-06]
[0.01480634 0.01193005 0.9732635 ],[6.62578173e-02 5.66056243e-07 4.30422647e-07],[1.87405408e-01 1.60104883e-06 1.21741909e-06]
[0.04636926 0.03972493 0.9139058 ],[7.06052994e-02 1.98691418e-05 6.35919143e-06],[1.99701944e-01 5.61984196e-05 1.79865095e-05]
[0.8389555  0.00851086 0.15253358],[7.79737474e-06 2.33368056e-04 3.77050855e-02],[2.20543062e-05 6.60064540e-04 1.06646087e-01]
[0.01409478 0.01338578 0.9725194 ],[6.12972359e-02 1.56457908e-07 1.42278257e-07],[1.73374765e-01 4.42529790e-07 4.02423682e-07]
[0.66511756 0.01733643 0.31754598],[4.61796235e-05 3.06137184e-03 2.03677085e-02],[0.00013062 0.00865887 0.05760858]
[0.4984084  0.00589847 0.4956931 ],[0.00275671 0.0826322  0.00115624],[0.00779716 0.23371914 0.00327033]
[0.01396282 0.2621083  0.72392887],[3.90397995e-02 2.73071193e-05 6.21302242e-04],[1.10421228e-01 7.72361968e-05 1.75730811e-03]
[0.02671732 0.01167987 0.96160287],[6.12321155e-02 2.53533097e-07 1.79361622e-07],[1.73190576e-01 7.17099890e-07 5.07311277e-07]
[0.06656419 0.04174778 0.89168805],[6.93396956e-02 4.05187193e-06 1.83517671e-06],[1.96122276e-01 1.14604245e-05 5.19066360e-06]
[0.2843124  0.01015474 0.7055329 ],[2.56221588e-02 1.20446967e-03 2.09828570e-05],[7.24704090e-02 3.40675467e-03 5.93484819e-05]
[0.12029704 0.03288464 0.8468183 ],[3.98099153e-02 2.84542246e-05 6.23426929e-04],[1.12599444e-01 8.04807006e-05 1.76331764e-03]
[0.01064763 0.7499789  0.23937346],[9.71793627e-06 3.36973746e-02 3.69401684e-04],[2.74864745e-05 9.53105684e-02 1.04482574e-03]
[0.56807655 0.01553327 0.41639018],[0.00539505 0.07909978 0.00217897],[0.0152595  0.22372796 0.00616306]
[0.0774349  0.18746294 0.7351022 ],[3.40279780e-02 5.17762261e-05 1.37696669e-03],[0.09624566 0.00014645 0.00389465]
[0.48942304 0.0303182  0.48025876],[0.00848584 0.02623786 0.00034848],[0.02400157 0.07421187 0.00098565]
[0.08152737 0.01159201 0.90688056],[6.10680123e-02 4.59997751e-07 2.47136294e-07],[1.72726422e-01 1.30107012e-06 6.99006997e-07]
[0.02819391 0.01748966 0.9543165 ],[6.31273511e-02 5.23332699e-06 1.39225527e-06],[1.78551112e-01 1.48020840e-05 3.93789258e-06]
[0.01711619 0.12591411 0.85696965],[0.01342384 0.00013277 0.0101023 ],[0.03796835 0.00037552 0.02857361]
[0.10165879 0.06744512 0.8308961 ],[0.03398242 0.00012739 0.00274873],[0.09611681 0.00036031 0.00777459]
[0.00645772 0.00877667 0.98476565],[5.88453618e-02 1.33206498e-07 2.07930529e-07],[1.66439818e-01 3.76764873e-07 5.88116348e-07]
[0.0069266  0.00626431 0.98680913],[6.32145545e-02 1.90507533e-07 2.02526125e-07],[1.78797761e-01 5.38836675e-07 5.72830384e-07]
[0.07653231 0.09039841 0.8330692 ],[8.52502294e-02 1.40759766e-05 1.20650204e-05],[2.41124061e-01 3.98128741e-05 3.41250309e-05]
[0.5074717  0.01567072 0.4768576 ],[0.00042968 0.03086222 0.00784898],[0.00121531 0.08729155 0.02220026]
[0.28731644 0.04166559 0.67101794],[0.00308764 0.08414259 0.00137573],[0.00873317 0.23799117 0.00389114]
[0.11726258 0.03034433 0.85239303],[7.30354213e-02 2.49664724e-06 1.71580384e-06],[2.06575367e-01 7.06158478e-06 4.85302612e-06]
[0.09718824 0.08445709 0.8183546 ],[0.0646073  0.00011784 0.00061639],[0.18273703 0.0003333  0.00174341]
[0.02806324 0.01921859 0.95271814],[6.51473714e-02 2.62045977e-07 2.73981022e-07],[1.84264592e-01 7.41177949e-07 7.74935353e-07]
[0.33814338 0.04029266 0.6215639 ],[0.00240856 0.09557611 0.00369009],[0.00681243 0.27033007 0.01043715]
[0.17882583 0.23969172 0.58148247],[0.0259005  0.02412455 0.0017106 ],[0.07325769 0.06823452 0.0048383 ]
[0.00382834 0.00667683 0.98949486],[6.02323429e-02 1.20499033e-07 1.30901016e-07],[1.70362793e-01 3.40822733e-07 3.70243985e-07]
[0.08464294 0.02642703 0.88893   ],[6.27418165e-02 9.81087954e-07 4.48967637e-07],[1.77460656e-01 2.77493578e-06 1.26987224e-06]
[0.01295104 0.08411691 0.90293217],[5.92673165e-02 2.86267111e-07 7.49270035e-07],[1.67633285e-01 8.09685662e-07 2.11925569e-06]
[0.17659548 0.04123118 0.78217334],[0.01468586 0.0158234  0.00033362],[0.04153789 0.04475534 0.00094361]
[0.0475268  0.20365667 0.7488165 ],[4.39351353e-02 7.32507340e-05 1.07895880e-03],[0.12426733 0.00020718 0.00305176]
[0.5554715  0.21334597 0.23118258],[0.06843529 0.08289633 0.09437429],[0.19356424 0.23446624 0.26693081]
[0.02661921 0.04512988 0.9282509 ],[6.29637343e-02 6.13613127e-07 3.39824812e-07],[1.78088334e-01 1.73556001e-06 9.61169716e-07]
[0.03279535 0.07732014 0.88988453],[5.78045714e-02 3.33510698e-06 2.46820684e-05],[1.63496018e-01 9.43310705e-06 6.98114319e-05]
[0.02446908 0.0375596  0.93797123],[6.88736981e-02 1.11165891e-06 7.61763370e-07],[1.94804236e-01 3.14424623e-06 2.15459218e-06]
[0.6457499  0.01981207 0.3344381 ],[0.00370404 0.08482992 0.00171303],[0.01047661 0.23993526 0.00484518]
