[0.03637354 0.63059866 0.33302778],[0.00052734 0.02789837 0.01050084],[0.00149154 0.07890851 0.02970087]
[0.21740313 0.10661127 0.6759856 ],[0.05564656 0.00090149 0.00011081],[0.15739224 0.00254979 0.00031342]
[0.04146036 0.03647845 0.92206115],[7.62074988e-02 1.79378279e-06 1.77406437e-06],[2.15547357e-01 5.07358389e-06 5.01781179e-06]
[0.09844437 0.1691214  0.73243415],[5.84035744e-02 1.87083759e-05 1.47149083e-04],[1.65190254e-01 5.29152780e-05 4.16200459e-04]
[0.02116174 0.02058128 0.958257  ],[7.03331158e-02 6.65721391e-07 6.52687952e-07],[1.98932092e-01 1.88294444e-06 1.84608031e-06]
[0.01426304 0.01619407 0.96954286],[6.51124004e-02 2.53066036e-07 2.57690940e-07],[1.84165680e-01 7.15778842e-07 7.28860043e-07]
[0.10139981 0.07893845 0.8196618 ],[5.69706357e-02 1.49529465e-04 1.74911049e-05],[1.61137291e-01 4.22933194e-04 4.94723155e-05]
[0.01673546 0.015379   0.96788555],[6.30524248e-02 2.32583258e-07 2.00700572e-07],[1.78339189e-01 6.57844795e-07 5.67666943e-07]
[0.01516231 0.01516528 0.96967244],[6.32184159e-02 2.27333298e-07 2.01371337e-07],[1.78808682e-01 6.42995666e-07 5.69564151e-07]
[0.01884713 0.01306271 0.9680902 ],[6.33908541e-02 2.08610288e-07 2.36508360e-07],[1.79296411e-01 5.90038998e-07 6.68946659e-07]
[0.04079207 0.02020613 0.9390018 ],[7.19740710e-02 8.87300495e-07 8.63623741e-07],[2.03573415e-01 2.50966479e-06 2.44269682e-06]
[0.07047696 0.18315424 0.74636877],[0.09953738 0.00026812 0.00026455],[0.28153424 0.00075835 0.00074827]
[0.0347028  0.02856503 0.9367322 ],[6.41429046e-02 3.25092864e-07 4.59238715e-07],[1.81423531e-01 9.19501476e-07 1.29892324e-06]
[0.02134571 0.01660464 0.9620497 ],[6.68907897e-02 4.80007609e-07 4.16993532e-07],[1.89195724e-01 1.35766654e-06 1.17943582e-06]
[0.47950822 0.02673909 0.49375266],[0.00607644 0.05440366 0.00101167],[0.01718677 0.15387679 0.00286143]
[0.01969535 0.03460804 0.94569653],[6.60177669e-02 4.12365046e-07 3.55616862e-07],[1.86726443e-01 1.16634448e-06 1.00583638e-06]
[0.10868411 0.14316264 0.7481532 ],[0.05327593 0.00345356 0.01716888],[0.15068708 0.00976813 0.04856092]
[0.0210386  0.01334931 0.96561205],[6.30308499e-02 1.96748441e-07 2.24438516e-07],[1.78278165e-01 5.56488627e-07 6.34807985e-07]
[0.6367798  0.01838884 0.3448314 ],[0.00122748 0.08270985 0.00303038],[0.00347185 0.23393879 0.00857122]
[0.01775174 0.22026168 0.7619866 ],[5.61092923e-02 6.58046796e-06 6.28499596e-05],[1.58701044e-01 1.86123741e-05 1.77766530e-04]
[0.13274209 0.05641309 0.81084484],[7.56532484e-02 2.57669170e-04 7.49324165e-05],[2.13979700e-01 7.28798470e-04 2.11940879e-04]
[0.02777158 0.01738457 0.9548439 ],[6.43260130e-02 3.75491196e-07 2.94079347e-07],[1.81941440e-01 1.06204948e-06 8.31782003e-07]
[0.08175983 0.11471675 0.80352336],[6.81781344e-02 1.17278066e-05 4.95293385e-05],[1.92836885e-01 3.31712464e-05 1.40090124e-04]
[0.01451929 0.02550211 0.95997864],[6.35819566e-02 2.04132564e-07 2.18814973e-07],[1.79836931e-01 5.77374081e-07 6.18902205e-07]
[0.00878298 0.16495559 0.82626146],[7.65832832e-02 3.22636459e-06 4.59364319e-06],[2.16610235e-01 9.12553713e-06 1.29927850e-05]
[0.30382973 0.04244638 0.65372384],[6.69401375e-02 2.02192709e-04 4.23099588e-05],[1.89335301e-01 5.71887341e-04 1.19670635e-04]
[0.04944786 0.08488573 0.86566645],[7.38073660e-02 1.84337123e-06 1.53362779e-06],[2.08758756e-01 5.21384118e-06 4.33775444e-06]
[0.65057606 0.01272839 0.33669552],[0.00027938 0.02379322 0.00832248],[0.00079019 0.06729739 0.02353952]
[0.06960008 0.09465236 0.8357475 ],[7.82036872e-02 1.34222901e-05 2.78885341e-05],[2.21193430e-01 3.79639693e-05 7.88806864e-05]
[0.01745086 0.01539344 0.96715564],[6.40900183e-02 2.15406300e-07 2.22752852e-07],[1.81273946e-01 6.09261023e-07 6.30040210e-07]
[0.17829409 0.05900454 0.7627014 ],[3.18089742e-02 1.22923271e-03 3.50540159e-05],[8.99693656e-02 3.47679514e-03 9.91477293e-05]
[0.09527707 0.08217213 0.8225508 ],[0.03726501 0.00012242 0.00230492],[0.10540137 0.00034626 0.0065193 ]
[0.03160074 0.09750182 0.8708975 ],[6.69106413e-02 5.66527354e-06 2.26200810e-05],[1.89251873e-01 1.60238134e-05 6.39792507e-05]
[0.0109697  0.58264214 0.40638813],[0.00074611 0.00460907 0.0549998 ],[0.00211033 0.01303642 0.15556293]
[0.02403568 0.01447855 0.9614858 ],[6.27669803e-02 3.22563337e-07 5.75518666e-07],[1.77531830e-01 9.12346892e-07 1.62781261e-06]
[0.03524062 0.21364382 0.75111556],[7.01947644e-02 2.55069880e-05 1.03997892e-04],[1.98540776e-01 7.21446567e-05 2.94150457e-04]
[0.09592749 0.07542319 0.82864934],[6.91550952e-02 2.11056313e-05 6.05811596e-06],[1.95600147e-01 5.96957401e-05 1.71349395e-05]
[0.01181623 0.49279195 0.4953918 ],[0.01428332 0.00019122 0.01179992],[0.04039934 0.00054086 0.03337521]
[0.01415536 0.07001643 0.9158283 ],[6.68807844e-02 3.36302359e-06 1.20025604e-05],[1.89167425e-01 9.51206715e-06 3.39483674e-05]
[0.08278022 0.03307093 0.88414884],[8.47184274e-02 1.18939840e-05 1.06053616e-05],[2.39619898e-01 3.36412670e-05 2.99964925e-05]
[0.01439574 0.9127467  0.07285752],[0.00037072 0.08272878 0.00038327],[0.00104857 0.23399233 0.00108404]
[0.01876567 0.01909374 0.9621407 ],[4.65915355e-02 1.12203057e-05 1.83911927e-04],[1.31780763e-01 3.17358170e-05 5.20181483e-04]
[0.02533393 0.03199317 0.94267297],[6.51184210e-02 6.18705662e-07 1.20536843e-06],[1.84182708e-01 1.74996388e-06 3.40929676e-06]
[0.02851704 0.03420878 0.9372741 ],[6.36276760e-02 1.97977487e-07 2.03308494e-07],[1.79966245e-01 5.59964894e-07 5.75043260e-07]
[0.4173486  0.07355354 0.5090979 ],[0.01006957 0.0507277  0.00162029],[0.02848104 0.1434796  0.00458289]
[0.43597928 0.02725368 0.53676707],[0.00432158 0.09254346 0.00254626],[0.01222328 0.26175242 0.00720192]
[0.02138449 0.01935537 0.9592601 ],[6.64228542e-02 4.73219496e-07 3.99477548e-07],[1.87872202e-01 1.33846686e-06 1.12989313e-06]
[0.01078825 0.13736895 0.8518428 ],[5.03803562e-02 3.41156519e-06 4.67590260e-05],[1.42497166e-01 9.64936352e-06 1.32254497e-04]
[0.03722531 0.20668691 0.7560877 ],[6.03495839e-02 3.23303888e-05 2.34724265e-04],[1.70694400e-01 9.14441486e-05 6.63900477e-04]
[0.14861567 0.04649267 0.8048917 ],[6.98434904e-02 1.14170311e-05 4.01563804e-06],[1.97547223e-01 3.22922406e-05 1.13579396e-05]
[0.01742577 0.03240198 0.95017225],[7.23157567e-02 1.60667951e-06 2.41726196e-06],[2.04539848e-01 4.54437590e-06 6.83704931e-06]
[0.01978125 0.0252044  0.95501435],[6.62497635e-02 3.95968244e-07 4.72570803e-07],[1.87382628e-01 1.11996732e-06 1.33663208e-06]
[0.07656473 0.0955076  0.8279277 ],[7.08228880e-02 6.25695383e-06 2.69022762e-06],[2.00317378e-01 1.76973379e-05 7.60911277e-06]
[0.0129218  0.57247525 0.41460294],[0.0003642  0.00835108 0.02720672],[0.00103012 0.02362041 0.07695224]
[0.14507993 0.05663488 0.79828525],[8.25937586e-02 3.90859333e-05 2.24095206e-05],[2.33610427e-01 1.10551714e-04 6.33836959e-05]
[0.3729186  0.019699   0.60738236],[0.01566733 0.00942096 0.00015582],[0.0443139  0.0266465  0.00044073]
[0.01924261 0.02854819 0.95220923],[6.60850825e-02 3.99788893e-07 4.98148116e-07],[1.86916840e-01 1.13077375e-06 1.40897564e-06]
[0.03589162 0.27191842 0.69219005],[0.02090481 0.00011328 0.00545705],[0.05912774 0.00032039 0.01543488]
[0.01583056 0.01402099 0.9701484 ],[6.28702895e-02 2.23518206e-07 1.93536811e-07],[1.77824032e-01 6.32204958e-07 5.47404767e-07]
[0.0726053  0.02719305 0.9002016 ],[7.60373655e-02 6.68940378e-06 1.35686172e-05],[2.15066147e-01 1.89204911e-05 3.83778450e-05]
[0.02727155 0.02153531 0.9511931 ],[6.38986553e-02 2.16208593e-07 2.32299150e-07],[1.80732690e-01 6.11530250e-07 6.57041216e-07]
[0.08529376 0.10859784 0.80610836],[6.77034124e-02 3.61722279e-05 8.66809822e-06],[1.91494168e-01 1.02310511e-04 2.45170841e-05]
[0.01565416 0.01699763 0.9673483 ],[6.76792810e-02 5.59165483e-07 7.49663175e-07],[1.91425914e-01 1.58155882e-06 2.12036766e-06]
[0.03387711 0.13431814 0.83180475],[7.34973281e-02 5.30962817e-06 1.21585496e-05],[2.07881836e-01 1.50178963e-05 3.43895714e-05]
[0.01231852 0.11011783 0.87756366],[6.07257948e-02 7.65631274e-07 2.87516795e-06],[1.71758485e-01 2.16553226e-06 8.13220303e-06]
[0.32713693 0.03921442 0.6336487 ],[0.02065334 0.0137592  0.00044513],[0.05841647 0.03891689 0.00125901]
[0.01628864 0.03345001 0.95026135],[6.61297190e-02 3.31540533e-07 3.63113131e-07],[1.87043091e-01 9.37738236e-07 1.02703903e-06]
[0.04011416 0.22105424 0.7388316 ],[0.02196368 0.00016013 0.00650441],[0.06212266 0.00045291 0.01839724]
[0.06353022 0.14517951 0.7912902 ],[7.96552740e-02 9.36823768e-06 1.54369123e-05],[2.25299138e-01 2.64973776e-05 4.36621815e-05]
[0.04108968 0.0155576  0.94335276],[6.42448855e-02 3.02229473e-07 2.56337003e-07],[1.81711977e-01 8.54834040e-07 7.25030533e-07]
[0.18861264 0.02257368 0.78881365],[6.54510020e-02 3.47147502e-06 1.38219608e-05],[1.85123389e-01 9.81881410e-06 3.90944088e-05]
[0.15053922 0.08255117 0.7669096 ],[5.08433372e-02 1.09490228e-03 9.88051071e-05],[0.14380667 0.00309685 0.00027946]
[0.1466838  0.03774203 0.8155741 ],[6.22215462e-02 4.34040574e-05 7.45345869e-06],[1.75989109e-01 1.22765213e-04 2.10815647e-05]
[0.3000125  0.02118702 0.67880046],[3.33738201e-02 2.04543267e-03 7.72885913e-05],[0.09439542 0.00578536 0.00021861]
[0.05313664 0.02638493 0.9204784 ],[6.71052482e-02 3.59848304e-07 3.56546320e-07],[1.89802304e-01 1.01780470e-06 1.00846528e-06]
[0.4614043  0.03446687 0.5041288 ],[0.0117403  0.03235603 0.00081786],[0.03320659 0.09151666 0.00231325]
[0.01568221 0.72624904 0.2580687 ],[1.97511156e-06 5.40167114e-02 1.89415336e-05],[5.58645910e-06 1.52782332e-01 5.35747474e-05]
[0.09025323 0.12202814 0.78771865],[0.0574433  0.00012488 0.00100554],[0.1624742  0.00035322 0.0028441 ]
[0.02176264 0.02559249 0.9526449 ],[6.86868173e-02 4.73016541e-07 4.74237756e-07],[1.94275657e-01 1.33789281e-06 1.34134693e-06]
[0.01470692 0.01891052 0.9663826 ],[6.54118369e-02 3.07187578e-07 3.50485287e-07],[1.85012614e-01 8.68857679e-07 9.91322092e-07]
[0.03225012 0.02599398 0.94175595],[6.58733630e-02 1.43999664e-06 4.15620616e-06],[1.86318007e-01 4.07292555e-06 1.17555262e-05]
[0.02786591 0.02915851 0.9429756 ],[7.32703901e-02 1.21305816e-06 1.36812361e-06],[2.07239959e-01 3.43104662e-06 3.86963792e-06]
[0.06683736 0.0828621  0.85030055],[8.28900063e-02 2.67614100e-05 1.70410176e-05],[2.34448342e-01 7.56926980e-05 4.81992765e-05]
[0.25694272 0.04065995 0.7023973 ],[0.01571322 0.01014998 0.00017693],[0.04444369 0.02870848 0.00050043]
[0.01661065 0.01775867 0.96563065],[6.78453693e-02 4.23435594e-07 4.13945919e-07],[1.91895683e-01 1.19765672e-06 1.17081587e-06]
[0.10225917 0.03124076 0.8665001 ],[5.14549618e-02 1.46810977e-04 1.18959591e-05],[1.45536610e-01 4.15244149e-04 3.36468533e-05]
[0.19015747 0.04224266 0.7675998 ],[4.31031367e-02 5.08744873e-04 2.67790414e-05],[1.21914081e-01 1.43894780e-03 7.57425670e-05]
[0.01413782 0.02922411 0.95663804],[6.18747113e-02 2.48882943e-07 4.01288514e-07],[1.75008112e-01 7.03947268e-07 1.13501532e-06]
[0.02277137 0.01671383 0.9605148 ],[6.41892824e-02 2.31679435e-07 2.53047141e-07],[1.81554707e-01 6.55288398e-07 7.15725398e-07]
[0.10225438 0.117953   0.7797926 ],[5.71665594e-02 2.75754197e-05 2.32631631e-04],[1.61691447e-01 7.79950651e-05 6.57981615e-04]
[0.17431638 0.14050968 0.6851739 ],[7.09588178e-02 1.53143425e-04 3.88990327e-05],[2.00701845e-01 4.33155018e-04 1.10023079e-04]
[0.09068749 0.21829256 0.69101995],[3.26540251e-02 9.79298377e-05 2.52004441e-03],[0.09235953 0.00027699 0.00712776]
[0.513737   0.01061867 0.47564438],[0.00082309 0.06849635 0.00325184],[0.00232805 0.19373694 0.00919759]
[0.04314359 0.04423182 0.9126246 ],[7.69531154e-02 2.08170301e-06 2.13663715e-06],[2.17656279e-01 5.88794525e-06 6.04332248e-06]
[0.06100842 0.02841251 0.9105791 ],[6.67378395e-02 3.83860921e-07 4.25586904e-07],[1.88763116e-01 1.08572264e-06 1.20374154e-06]
[0.12236039 0.25803477 0.6196049 ],[0.074953   0.00061963 0.00200144],[0.21199909 0.00175258 0.00566093]
[0.09470744 0.16773981 0.73755276],[5.12550520e-02 9.88011135e-05 1.01811182e-03],[0.14497118 0.00027945 0.00287966]
[0.29331884 0.01854797 0.6881332 ],[3.67920648e-02 1.24823537e-03 5.13514957e-05],[0.10406367 0.00353054 0.00014524]
[0.46860847 0.02867411 0.50271744],[0.00366352 0.07599444 0.00126026],[0.01036201 0.21494473 0.00356454]
[0.05152982 0.05913679 0.8893334 ],[3.12013677e-02 1.75307035e-05 7.47126461e-04],[8.82507946e-02 4.95843172e-05 2.11319275e-03]
[0.09209291 0.18133283 0.7265742 ],[0.09168974 0.00016383 0.00023979],[0.25933774 0.00046339 0.00067823]
[0.05379434 0.1980713  0.7481343 ],[0.0360076  0.00013356 0.00275117],[0.10184489 0.00037775 0.0077815 ]
[0.0136362  0.01634114 0.9700226 ],[6.36474185e-02 1.94289878e-07 1.94438244e-07],[1.80022085e-01 5.49534761e-07 5.49954402e-07]
[0.04137032 0.1700221  0.7886076 ],[6.47355292e-02 1.54951955e-05 8.25864403e-05],[1.83099727e-01 4.38270312e-05 2.33589728e-04]
[0.01568975 0.01538969 0.9689205 ],[6.32271121e-02 3.07185477e-07 2.37305629e-07],[1.78833279e-01 8.68851735e-07 6.71201679e-07]
[0.01752564 0.05178152 0.9306928 ],[6.69286737e-02 3.56113190e-07 3.68716192e-07],[1.89302876e-01 1.00724021e-06 1.04288688e-06]
[0.0660489 0.3893141 0.5446371],[0.06172486 0.00117203 0.00541372],[0.17458426 0.00331499 0.01531231]
[0.11235435 0.1778003  0.70984536],[0.07117353 0.00043191 0.00155909],[0.20130915 0.00122162 0.00440976]
[0.01893025 0.02753498 0.9535347 ],[6.80472513e-02 9.54917146e-07 1.77524572e-06],[1.92466691e-01 2.70091356e-06 5.02115314e-06]
[0.00879472 0.87798226 0.113223  ],[1.40382028e-06 6.03842577e-02 6.72200347e-06],[3.97060336e-06 1.70792472e-01 1.90126969e-05]
[0.12275127 0.07496132 0.8022874 ],[6.74500476e-02 1.45439746e-04 3.09995533e-05],[1.90777544e-01 4.11365723e-04 8.76799774e-05]
[0.09846716 0.20793112 0.69360167],[0.00950851 0.00111978 0.04388787],[0.02689413 0.00316722 0.12413364]
[0.01332548 0.01941889 0.96725565],[6.27510356e-02 2.26649481e-07 3.05438765e-07],[1.77486731e-01 6.41061540e-07 8.63911287e-07]
[0.02296902 0.29735094 0.67968   ],[6.59063709e-02 9.72809547e-07 2.31644100e-06],[1.86411367e-01 2.75152091e-06 6.55188455e-06]
[0.02064607 0.01973344 0.9596205 ],[6.79714045e-02 4.91730300e-07 5.51962751e-07],[1.92252164e-01 1.39082332e-06 1.56118642e-06]
[0.01747788 0.06873437 0.9137877 ],[6.47901509e-02 3.22813819e-07 4.11378114e-07],[1.83254220e-01 9.13055361e-07 1.16355302e-06]
[0.0188566  0.01539682 0.9657466 ],[6.48949869e-02 2.68124163e-07 2.96944635e-07],[1.83550741e-01 7.58369656e-07 8.39886261e-07]
[0.02870147 0.02362905 0.94766957],[6.73928953e-02 3.86437208e-07 3.97289759e-07],[1.90615893e-01 1.09300948e-06 1.12370513e-06]
[0.8055807  0.01149238 0.18292697],[4.01866680e-06 6.93896213e-05 4.68592988e-02],[1.13665062e-05 1.96263487e-04 1.32538112e-01]
[0.07469152 0.04096843 0.8843401 ],[7.50994294e-02 1.39708379e-05 6.46876325e-06],[2.12413263e-01 3.95154970e-05 1.82964254e-05]
[0.02294449 0.02184113 0.95521444],[6.48112944e-02 2.57164995e-07 2.78518305e-07],[1.83314023e-01 7.27372447e-07 7.87768728e-07]
[0.4823318  0.0195634  0.49810475],[0.00097123 0.05722417 0.00540017],[0.00274704 0.16185438 0.01527399]
[0.12755433 0.06981285 0.80263287],[4.50651401e-02 7.24311523e-04 4.50988645e-05],[0.12746346 0.00204866 0.00012756]
[0.14828709 0.19917022 0.65254265],[0.04473557 0.00015725 0.00209485],[0.12653129 0.00044476 0.00592512]
[0.01497883 0.01513313 0.96988803],[6.26515705e-02 1.94656553e-07 2.34951601e-07],[1.77205401e-01 5.50571875e-07 6.64543481e-07]
[0.24201098 0.28211764 0.4758714 ],[0.06984608 0.02075656 0.00788063],[0.19755454 0.05870842 0.02228978]
[0.33726016 0.01667261 0.6460672 ],[0.01653232 0.00872395 0.00014836],[0.04676045 0.02467504 0.00041962]
[0.72060037 0.01606756 0.26333204],[0.00012054 0.00591358 0.02008576],[0.00034092 0.01672612 0.05681112]
[0.03623673 0.05586119 0.9079021 ],[6.17490987e-02 3.02056202e-07 6.00741481e-07],[1.74652826e-01 8.54343956e-07 1.69915350e-06]
[0.08250187 0.09259138 0.8249067 ],[6.81353723e-02 5.54230569e-05 1.30483977e-05],[1.92715935e-01 1.56760078e-04 3.69064420e-05]
[0.01361965 0.01558018 0.9708002 ],[6.34483208e-02 1.90499061e-07 1.93800323e-07],[1.79458952e-01 5.38812711e-07 5.48150090e-07]
[0.02903988 0.02933853 0.94162154],[6.77231450e-02 4.71736881e-07 5.27880546e-07],[1.91549980e-01 1.33427339e-06 1.49307165e-06]
[0.06935827 0.09563338 0.8350083 ],[9.21633807e-02 4.68549570e-05 4.28977239e-05],[2.60677406e-01 1.32525831e-04 1.21333086e-04]
[0.03533213 0.009535   0.95513284],[6.18746738e-02 1.17213371e-06 4.64538268e-07],[1.75008006e-01 3.31529477e-06 1.31391264e-06]
[0.02122645 0.01362978 0.9651438 ],[6.23511278e-02 2.53679654e-07 1.97415868e-07],[1.76355621e-01 7.17514413e-07 5.58376396e-07]
[0.03824724 0.01848011 0.9432727 ],[6.60246886e-02 6.90722768e-07 4.67490363e-07],[1.86746020e-01 1.95365901e-06 1.32226242e-06]
[0.04023324 0.04409058 0.9156761 ],[8.07923435e-02 1.71218658e-05 1.08403678e-05],[2.28515256e-01 4.84279496e-05 3.06611904e-05]
[0.02410158 0.02075321 0.95514524],[6.63235925e-02 5.26854528e-07 4.19242841e-07],[1.87591448e-01 1.49016964e-06 1.18579782e-06]
[0.01701629 0.0170589  0.96592474],[6.39416948e-02 2.24133563e-07 2.47480869e-07],[1.80854424e-01 6.33945450e-07 6.99981603e-07]
[0.02392675 0.01856338 0.9575099 ],[6.49027349e-02 2.56109668e-07 2.47964297e-07],[1.83572656e-01 7.24387532e-07 7.01348942e-07]
[0.01391652 0.02536969 0.9607138 ],[6.52902767e-02 2.75078204e-07 2.91465764e-07],[1.84668790e-01 7.78038654e-07 8.24389672e-07]
[0.01238739 0.702337   0.28527555],[4.02518929e-05 2.41578727e-02 2.21793971e-03],[0.00011385 0.06832878 0.00627328]
[0.17708606 0.11211123 0.71080273],[0.06845265 0.0002203  0.00100088],[0.19361333 0.00062311 0.00283091]
[0.02917166 0.0267378  0.94409055],[6.36599756e-02 1.96200154e-07 1.95302094e-07],[1.80057602e-01 5.54937837e-07 5.52397740e-07]
[0.3911801  0.02374078 0.58507913],[0.01583815 0.01335583 0.00027597],[0.04479706 0.03777599 0.00078055]
[0.07850718 0.48619002 0.43530288],[0.00985297 0.00911554 0.1070603 ],[0.02786841 0.02578265 0.30281225]
[0.17254835 0.06524239 0.76220924],[7.79051140e-02 2.22545880e-05 1.05365785e-05],[2.20348938e-01 6.29454804e-05 2.98019443e-05]
[0.03472412 0.19794552 0.76733035],[5.93186130e-02 3.27647240e-05 2.47257507e-04],[1.67778374e-01 9.26726340e-05 6.99349838e-04]
[0.0384724  0.06327357 0.898254  ],[6.50298476e-02 2.50008508e-07 2.54837066e-07],[1.83932185e-01 7.07130846e-07 7.20788071e-07]
[0.2025288  0.04792713 0.7495441 ],[6.89667307e-02 7.16974744e-05 1.74699614e-05],[1.95067372e-01 2.02791081e-04 4.94125128e-05]
[0.04523386 0.10342588 0.85134023],[7.50102359e-02 1.89480845e-06 1.70843095e-06],[2.12160986e-01 5.35932763e-06 4.83217245e-06]
[0.06413832 0.08251975 0.85334194],[6.67164581e-02 1.56458741e-05 7.51975608e-05],[1.88702640e-01 4.42532147e-05 2.12690821e-04]
[0.04218423 0.02525489 0.93256086],[6.36979456e-02 1.99169387e-07 2.03218989e-07],[1.80164997e-01 5.63336097e-07 5.74790101e-07]
[0.02807994 0.11850036 0.8534197 ],[4.06949412e-02 2.62608409e-05 5.78681637e-04],[1.15102675e-01 7.42768748e-05 1.63675884e-03]
[0.01894106 0.01677004 0.96428895],[6.38895787e-02 2.14263968e-07 2.28422893e-07],[1.80707017e-01 6.06030020e-07 6.46077507e-07]
[0.02439616 0.02970712 0.9458968 ],[6.61565468e-02 5.82232630e-07 4.32533777e-07],[1.87118971e-01 1.64680256e-06 1.22339027e-06]
[0.01686615 0.0186629  0.964471  ],[6.51545586e-02 3.54052224e-07 3.02504687e-07],[1.84284921e-01 1.00141091e-06 8.55612462e-07]
[0.01532811 0.01914736 0.9655245 ],[6.33074894e-02 1.97751220e-07 2.15593627e-07],[1.79060620e-01 5.59324915e-07 6.09790861e-07]
[0.6669446  0.0094288  0.32362658],[6.25564033e-05 4.30071828e-03 1.86627557e-02],[0.00017694 0.01216427 0.05278624]
[0.0353035  0.01363382 0.9510626 ],[6.41654174e-02 8.46576923e-07 4.57451354e-07],[1.81487207e-01 2.39448113e-06 1.29386782e-06]
[0.361079   0.03695233 0.6019686 ],[3.60798010e-02 1.30683311e-03 5.38232331e-05],[0.10204909 0.00369628 0.00015224]
[0.02342395 0.01571048 0.96086556],[6.39854221e-02 2.66702595e-07 2.33952044e-07],[1.80978103e-01 7.54348854e-07 6.61716307e-07]
[0.14800636 0.1522731  0.69972056],[0.02945177 0.00033816 0.00735536],[0.08330217 0.00095646 0.0208041 ]
[0.01752563 0.02915709 0.9533172 ],[6.55813901e-02 2.73261591e-07 2.75982597e-07],[1.85492183e-01 7.72900495e-07 7.80596664e-07]
[0.02715611 0.02284001 0.95000386],[6.40587625e-02 2.33301556e-07 2.61887776e-07],[1.81185541e-01 6.59876450e-07 7.40730490e-07]
[0.02618452 0.01981049 0.954005  ],[6.51262357e-02 2.65412718e-07 2.81767319e-07],[1.84204812e-01 7.50700531e-07 7.96958329e-07]
[0.02381297 0.6346104  0.34157658],[2.78652422e-05 3.26912853e-02 9.80217644e-04],[7.88148069e-05 9.24649182e-02 2.77247417e-03]
[0.25049376 0.0725557  0.6769506 ],[0.00803579 0.03246691 0.00048921],[0.02272866 0.0918303  0.00138369]
[0.03469142 0.36959174 0.5957169 ],[0.0081603  0.00211256 0.06488622],[0.0230808  0.00597523 0.18352594]
[0.01476131 0.01492503 0.97031367],[6.28490718e-02 2.08338721e-07 1.86586052e-07],[1.77764020e-01 5.89270888e-07 5.27745052e-07]
[0.0140939  0.01642918 0.9694769 ],[6.28243140e-02 1.91428994e-07 2.20509159e-07],[1.77693994e-01 5.41442958e-07 6.23694087e-07]
[0.01622767 0.03733953 0.9464328 ],[6.40329498e-02 4.58487453e-07 3.21912155e-07],[1.81112532e-01 1.29679835e-06 9.10505072e-07]
[0.03465609 0.02071589 0.94462794],[6.43724592e-02 2.29550558e-07 2.24121255e-07],[1.82072810e-01 6.49267026e-07 6.33910637e-07]
[0.01937001 0.01705307 0.963577  ],[6.50569536e-02 2.81727584e-07 3.17629088e-07],[1.84008852e-01 7.96845940e-07 8.98390728e-07]
[0.01518355 0.01685252 0.96796393],[6.29848329e-02 2.12731782e-07 2.62376671e-07],[1.78148010e-01 6.01696341e-07 7.42113293e-07]
[0.01519363 0.0167166  0.96808976],[6.40309976e-02 2.07489454e-07 2.08059853e-07],[1.81107010e-01 5.86868799e-07 5.88482131e-07]
[0.03372485 0.11462342 0.8516517 ],[8.95327497e-02 3.08918059e-05 2.88183892e-05],[2.53236858e-01 8.73752217e-05 8.15107137e-05]
[0.27857175 0.01357204 0.7078563 ],[3.73931991e-02 4.06440319e-04 1.32710906e-05],[1.05763939e-01 1.14958682e-03 3.75363127e-05]
[0.01362825 0.02315884 0.96321297],[6.27418353e-02 2.34265401e-07 3.21929868e-07],[1.77460709e-01 6.62602615e-07 9.10555170e-07]
[0.00807464 0.6976689  0.29425642],[3.33708094e-05 2.86222820e-02 1.39575448e-03],[9.43869026e-05 8.09560389e-02 3.94778984e-03]
[0.08422718 0.04389937 0.87187344],[7.42735622e-02 4.55140406e-06 9.45419155e-06],[2.10077358e-01 1.28733147e-05 2.67404918e-05]
[0.02497226 0.03335928 0.9416685 ],[6.53350639e-02 2.94758052e-07 2.76630733e-07],[1.84795467e-01 8.33701669e-07 7.82429870e-07]
[0.02716093 0.02043438 0.9524047 ],[6.61293958e-02 3.23143968e-07 3.46434467e-07],[1.87042177e-01 9.13989164e-07 9.79864644e-07]
[0.26436552 0.06627097 0.6693635 ],[0.02951851 0.00812637 0.00040151],[0.08349095 0.02298484 0.00113566]
[0.01783653 0.01363612 0.9685273 ],[6.34808286e-02 1.90290394e-07 1.92054625e-07],[1.79550897e-01 5.38222513e-07 5.43212512e-07]
[0.34757987 0.02861134 0.6238088 ],[0.01776989 0.01058453 0.00023559],[0.05026084 0.02993758 0.00066635]
[0.0172672  0.01547065 0.96726215],[6.35399894e-02 2.97807470e-07 4.24614665e-07],[1.79718230e-01 8.42326726e-07 1.20099164e-06]
[0.06081931 0.04026785 0.89891285],[6.93984704e-02 1.62652021e-06 3.43168571e-06],[1.96288516e-01 4.60049387e-06 9.70627294e-06]
[0.16223314 0.03760554 0.8001613 ],[6.50967130e-02 3.16336933e-05 6.64205975e-06],[1.84121309e-01 8.94735961e-05 1.87865820e-05]
[0.04091143 0.03125197 0.9278366 ],[7.08230574e-02 6.96723572e-07 6.91302193e-07],[2.00317857e-01 1.97063185e-06 1.95529787e-06]
[0.03421445 0.06275665 0.90302896],[7.38833548e-02 1.58893251e-06 1.39691893e-06],[2.08973685e-01 4.49417980e-06 3.95108340e-06]
[0.09637242 0.17962624 0.72400135],[0.02219171 0.00053624 0.01384262],[0.06276763 0.00151673 0.03915284]
