[0.01888613 0.5075671  0.47354674],[0.00124466 0.00248976 0.0879495 ],[0.00352044 0.0070421  0.24875875]
[0.46318072 0.02265204 0.51416725],[0.00212869 0.0832581  0.00469671],[0.00602084 0.23548948 0.01328429]
[0.04050234 0.04313543 0.9163622 ],[6.45492204e-02 2.23857166e-06 8.58268210e-07],[1.82572766e-01 6.33163681e-06 2.42754909e-06]
[0.01740627 0.0086676  0.9739261 ],[6.48781699e-02 2.40889142e-07 2.39892614e-07],[1.83503175e-01 6.81337384e-07 6.78518776e-07]
[0.04505203 0.01060376 0.9443442 ],[6.21358690e-02 1.21202552e-06 4.85589853e-07],[1.75746777e-01 3.42812584e-06 1.37345551e-06]
[0.01275668 0.31800503 0.6692383 ],[3.35967121e-02 9.94307397e-06 3.86803487e-04],[9.50258517e-02 2.81232601e-05 1.09404547e-03]
[0.00668726 0.02184717 0.97146565],[6.19016454e-02 1.67654852e-07 1.99568510e-07],[1.75084293e-01 4.74199531e-07 5.64464986e-07]
[0.03288744 0.38242415 0.58468837],[0.00114267 0.00270707 0.08285495],[0.00323195 0.00765674 0.23434918]
[0.01508439 0.01714451 0.9677711 ],[6.44823395e-02 3.51654600e-06 1.17349223e-06],[1.82383598e-01 9.94629409e-06 3.31913726e-06]
[0.0382853  0.03581811 0.9258966 ],[7.13146463e-02 1.34433411e-06 2.04896119e-06],[2.01708280e-01 3.80235107e-06 5.79533742e-06]
[0.05187431 0.03744108 0.9106846 ],[6.97829771e-02 6.83759396e-07 8.19627972e-07],[1.97376065e-01 1.93396362e-06 2.31825799e-06]
[0.02844174 0.46357778 0.5079804 ],[0.00062813 0.0056384  0.04578486],[0.00177663 0.01594781 0.12949915]
[0.04933934 0.03638758 0.9142731 ],[7.01602362e-02 9.14187194e-07 7.47586674e-07],[1.98443115e-01 2.58571186e-06 2.11449443e-06]
[0.00644477 0.38601983 0.60753536],[0.00050758 0.00424416 0.04992379],[0.00143566 0.01200429 0.1412058 ]
[0.0057797  0.00689029 0.98732996],[6.00008196e-02 2.67132194e-07 1.68414235e-07],[1.69707946e-01 7.55563942e-07 4.76347390e-07]
[0.04918493 0.05310913 0.897706  ],[5.51967944e-02 2.55999276e-05 2.89181440e-06],[1.56120110e-01 7.24075296e-05 8.17928628e-06]
[0.10935994 0.02496371 0.86567634],[4.76399565e-02 2.10180477e-04 1.39247076e-05],[1.34746145e-01 5.94480161e-04 3.93850207e-05]
[0.01098596 0.00992382 0.9790902 ],[6.04784882e-02 1.23124383e-07 1.30872992e-07],[1.71058996e-01 3.48248344e-07 3.70164721e-07]
[0.16291323 0.00665669 0.83043003],[5.97733514e-02 4.40448038e-06 9.53577308e-07],[1.69064568e-01 1.24577518e-05 2.69712392e-06]
[0.01028199 0.4618896  0.52782845],[0.00052586 0.00548552 0.04296316],[0.00148737 0.01551538 0.12151818]
[0.01011369 0.6784591  0.3114272 ],[5.38544811e-05 1.72087775e-02 4.21453597e-03],[0.00015232 0.04867377 0.01192051]
[0.03047894 0.06461558 0.9049055 ],[7.36876647e-02 1.73829051e-06 2.34167354e-06],[2.08420190e-01 4.91662802e-06 6.62325297e-06]
[0.3071579 0.0205215 0.6723206],[1.85132589e-02 4.77864515e-03 7.53875839e-05],[0.0523634  0.01351605 0.00021323]
[0.02301679 0.01544425 0.9615389 ],[6.23179400e-02 2.08197772e-07 1.77724872e-07],[1.76261752e-01 5.88872226e-07 5.02681849e-07]
[0.03746754 0.04779531 0.9147372 ],[6.88625055e-02 3.12740082e-06 1.46090197e-06],[1.94772579e-01 8.84562531e-06 4.13205476e-06]
[0.0176079  0.0923793  0.89001286],[5.56309547e-02 1.89240691e-06 1.49120484e-05],[1.57348101e-01 5.35253505e-06 4.21776422e-05]
[0.31043097 0.19303027 0.49653876],[0.03234765 0.02895223 0.00332813],[0.09149298 0.08188927 0.00941338]
[0.02105962 0.27462235 0.704318  ],[0.01810888 0.00014408 0.00749086],[0.05121964 0.00040751 0.02118735]
[0.03852817 0.02077093 0.9407009 ],[5.78736542e-02 2.85716044e-06 6.08166956e-07],[1.63691413e-01 8.08127009e-06 1.72015591e-06]
[0.2995745  0.05010819 0.6503173 ],[0.07362219 0.00058456 0.00017094],[0.20823499 0.0016534  0.0004835 ]
[0.33166438 0.01232853 0.6560071 ],[0.00392421 0.06517924 0.00090763],[0.01109935 0.18435474 0.00256717]
[0.03156327 0.04941279 0.91902393],[6.24665715e-02 8.07558895e-07 3.84874954e-07],[1.76682145e-01 2.28412148e-06 1.08859076e-06]
[0.03680102 0.04260534 0.9205937 ],[6.31239034e-02 4.58892079e-06 1.26447782e-06],[1.78541360e-01 1.29794280e-05 3.57648335e-06]
[0.03808406 0.40742138 0.55449456],[0.00572969 0.00129702 0.06236745],[0.01620602 0.00366852 0.17640179]
[0.0581859 0.0288013 0.9130128],[6.86270119e-02 8.19864670e-07 6.27305993e-07],[1.94106502e-01 2.31892747e-06 1.77428929e-06]
[0.05487133 0.00910011 0.9360286 ],[6.25623394e-02 6.06070359e-07 3.26617717e-07],[1.76953018e-01 1.71422584e-06 9.23814411e-07]
[0.05849551 0.32042107 0.6210835 ],[0.08050484 0.00113524 0.0004571 ],[0.22770208 0.00321095 0.00129286]
[0.44925535 0.02645198 0.52429265],[0.00770475 0.03640582 0.00058484],[0.02179231 0.10297121 0.00165418]
[0.02431126 0.05268574 0.9230031 ],[6.88334762e-02 7.67852815e-07 6.14423093e-07],[1.94690471e-01 2.17181573e-06 1.73785094e-06]
[0.00927164 0.92374176 0.06698663],[2.37099556e-06 5.18083680e-02 2.70168176e-05],[6.70618816e-06 1.46536193e-01 7.64150999e-05]
[0.02733306 0.03360958 0.9390573 ],[6.44760100e-02 4.17869434e-07 3.17942001e-07],[1.82365695e-01 1.18191324e-06 8.99275780e-07]
[0.01029077 0.02496183 0.9647474 ],[5.95838162e-02 1.41109728e-07 2.07016769e-07],[1.68528482e-01 3.99118582e-07 5.85531844e-07]
[0.01009952 0.08402758 0.90587294],[6.09173469e-02 2.69023888e-07 5.53755291e-07],[1.72300276e-01 7.60914463e-07 1.56625649e-06]
[0.00653693 0.58057976 0.41288325],[0.00371227 0.00134547 0.07731071],[0.01049988 0.00380558 0.21866771]
[0.01357795 0.02494697 0.96147513],[6.20919394e-02 1.86417313e-07 1.65324937e-07],[1.75622526e-01 5.27267785e-07 4.67609536e-07]
[0.02011259 0.0305719  0.9493154 ],[6.43758904e-02 3.50098108e-07 5.12934960e-07],[1.82082515e-01 9.90226986e-07 1.45079915e-06]
[0.00436578 0.0493723  0.9462619 ],[5.63120245e-02 3.39100762e-07 1.44216076e-06],[1.59274458e-01 9.59121793e-07 4.07904661e-06]
[0.0339351  0.01356404 0.9525008 ],[6.38819227e-02 3.26803116e-07 4.87022762e-07],[1.80685363e-01 9.24338798e-07 1.37750839e-06]
[0.4239258  0.06812246 0.50795174],[0.01365996 0.06717806 0.00443663],[0.03863621 0.19000826 0.01254868]
[0.04404049 0.00880598 0.9471536 ],[6.11872940e-02 1.56236313e-07 1.96145396e-07],[1.73063802e-01 4.41903024e-07 5.54782959e-07]
[0.07577173 0.11548392 0.80874443],[7.50127511e-02 2.92722437e-05 1.15886753e-05],[2.12168100e-01 8.27944082e-05 3.27777234e-05]
[0.02705603 0.0570479  0.91589606],[6.87420345e-02 6.33809645e-07 5.55360247e-07],[1.94431835e-01 1.79268439e-06 1.57079599e-06]
[0.03576729 0.03002816 0.9342046 ],[6.87539904e-02 1.22247851e-06 2.45926765e-06],[1.94465652e-01 3.45769138e-06 6.95585934e-06]
[0.02034017 0.10716517 0.8724946 ],[2.19531825e-02 3.59255774e-05 2.25839527e-03],[0.06209298 0.00010161 0.00638771]
[0.08755762 0.070742   0.84170043],[6.89591688e-02 1.33815211e-05 5.33661787e-05],[1.95045984e-01 3.78486572e-05 1.50942347e-04]
[0.0391023  0.01144561 0.9494521 ],[6.47497702e-02 2.87145998e-07 3.41960627e-07],[1.83140006e-01 8.12171529e-07 9.67210713e-07]
[0.01200394 0.43426165 0.55373436],[0.00599749 0.00044604 0.03786632],[0.01696347 0.00126158 0.10710212]
[0.07358641 0.03060134 0.8958122 ],[6.49364329e-02 4.35401099e-06 1.38724007e-06],[1.83667968e-01 1.23150028e-05 3.92370745e-06]
[0.00299761 0.29387766 0.70312476],[1.28784938e-02 7.45045503e-05 7.37608753e-03],[0.03642588 0.00021073 0.02086273]
[0.03849466 0.02197986 0.9395255 ],[6.34901898e-02 4.80930945e-07 9.98056937e-07],[1.79577375e-01 1.36027813e-06 2.82293131e-06]
[0.00672118 0.87711704 0.11616179],[1.95777606e-06 5.07477920e-02 2.37490988e-05],[5.53742691e-06 1.43536431e-01 6.71725953e-05]
[0.1501417  0.03401985 0.8158384 ],[6.41373815e-02 3.79793027e-05 2.12036645e-04],[1.81407910e-01 1.07421690e-04 5.99730198e-04]
[0.05651627 0.13870668 0.804777  ],[7.89233976e-02 1.00610659e-05 6.51301291e-06],[2.23229079e-01 2.84569916e-05 1.84215824e-05]
[0.24353753 0.02919211 0.7272703 ],[3.36018739e-02 5.78112011e-04 1.68960312e-05],[9.50404515e-02 1.63514769e-03 4.77891930e-05]
[0.03017022 0.017231   0.9525987 ],[6.16105181e-02 6.18535623e-07 3.03875337e-07],[1.74260861e-01 1.74948293e-06 8.59489245e-07]
[0.43458566 0.02898371 0.53643066],[0.01621336 0.01671514 0.00043721],[0.0458583  0.04727756 0.0012366 ]
[0.03985336 0.01767425 0.94247246],[6.95034721e-02 8.87254181e-07 1.31612108e-06],[1.96585506e-01 2.50953379e-06 3.72255257e-06]
[0.01777109 0.39390934 0.58831954],[0.00777541 0.00025816 0.0239144 ],[0.02199219 0.00073019 0.06764013]
[0.7277849  0.00821021 0.26400486],[0.00017472 0.01451339 0.01090471],[0.0004942  0.04105007 0.03084317]
[0.10836787 0.00268417 0.888948  ],[5.44664789e-02 4.80013623e-06 6.99226562e-07],[1.54054466e-01 1.35768355e-05 1.97771137e-06]
[0.21190064 0.01741607 0.7706832 ],[0.01570888 0.00810642 0.0001263 ],[0.04443142 0.02292841 0.00035723]
[0.3440287 0.0556654 0.6003059],[0.03828185 0.00499741 0.00036695],[0.10827741 0.01413481 0.0010379 ]
[0.02732304 0.0263174  0.94635946],[6.51776577e-02 4.62378276e-07 3.57681365e-07],[1.84350255e-01 1.30780326e-06 1.01167567e-06]
[0.00972167 0.03162935 0.958649  ],[6.15663064e-02 1.41699137e-07 1.39788041e-07],[1.74135811e-01 4.00785684e-07 3.95380287e-07]
[0.5118842  0.01970704 0.46840876],[0.00398107 0.05743863 0.00068258],[0.01126016 0.16246097 0.00193063]
[0.42369157 0.02129376 0.55501467],[0.00296809 0.07976188 0.00112882],[0.00839502 0.22560067 0.00319277]
[0.02287477 0.01866548 0.9584597 ],[6.46734059e-02 3.75482929e-07 3.01722433e-07],[1.82924015e-01 1.06202610e-06 8.53399915e-07]
[0.01185938 0.00808065 0.98005986],[6.26740093e-02 1.75130773e-07 1.69642575e-07],[1.77268868e-01 4.95344627e-07 4.79821660e-07]
[0.01421407 0.05667739 0.92910856],[6.75860922e-02 3.92342508e-07 3.97564355e-07],[1.91162336e-01 1.10971219e-06 1.12448181e-06]
[0.05597685 0.02250935 0.92151386],[5.89111948e-02 1.38141502e-06 7.64011762e-06],[1.66626021e-01 3.90723171e-06 2.16095159e-05]
[0.28675845 0.11668389 0.5965576 ],[0.07609897 0.00807539 0.00321137],[0.21524039 0.02284065 0.00908312]
[0.03335087 0.04301294 0.9236362 ],[7.27492916e-02 9.18320514e-06 2.63188686e-05],[2.05766070e-01 2.59740265e-05 7.44410019e-05]
[0.02477855 0.3978222  0.57739925],[0.00409767 0.00070707 0.05742568],[0.01158996 0.0019999  0.16242435]
[0.19299856 0.04206101 0.7649404 ],[5.03960360e-02 2.00904338e-04 1.62016313e-05],[1.42541515e-01 5.68243279e-04 4.58251334e-05]
[0.01468048 0.46961492 0.51570463],[0.00209758 0.00136403 0.0965017 ],[0.00593284 0.00385805 0.27294802]
[0.01295677 0.01675659 0.9702866 ],[6.16588818e-02 1.62933718e-07 1.96929694e-07],[1.74397654e-01 4.60846148e-07 5.57001289e-07]
[0.03385701 0.03117781 0.93496513],[6.39652521e-02 2.39338494e-07 2.78142892e-07],[1.80921054e-01 6.76951489e-07 7.86706901e-07]
[0.01634824 0.09773584 0.88591594],[6.32633202e-02 9.62900708e-07 2.96321280e-06],[1.78935691e-01 2.72349448e-06 8.38123147e-06]
[0.06505009 0.05558846 0.87936145],[7.12315588e-02 1.43870421e-06 2.33291313e-06],[2.01473273e-01 4.06927002e-06 6.59847476e-06]
[0.04376582 0.05245382 0.90378034],[7.15960831e-02 8.47179829e-06 3.54969918e-06],[2.02504304e-01 2.39618641e-05 1.00400655e-05]
[0.02954486 0.03023506 0.9402201 ],[6.62037591e-02 3.13253318e-07 3.24643759e-07],[1.87252508e-01 8.86014181e-07 9.18231214e-07]
[0.04377692 0.0325072  0.92371595],[0.09903038 0.00143508 0.00115224],[0.2801002  0.00405901 0.00325903]
[0.77308154 0.02750828 0.19941022],[4.86170714e-05 9.71836681e-04 3.95549727e-02],[0.00013751 0.00274877 0.11187836]
[0.11323521 0.05110578 0.83565897],[7.67239658e-02 2.14911783e-05 5.52606546e-05],[2.17008146e-01 6.07862318e-05 1.56300734e-04]
[0.04299055 0.03556923 0.9214403 ],[5.78279388e-02 5.66119665e-06 1.00578884e-06],[1.63562111e-01 1.60122822e-05 2.84480044e-06]
[0.38735446 0.02144769 0.59119785],[0.01585045 0.00819528 0.00013065],[0.04483184 0.02317977 0.00036953]
[0.03660768 0.0254546  0.9379377 ],[6.55410185e-02 3.25632132e-07 2.97455626e-07],[1.85377995e-01 9.21026754e-07 8.41331561e-07]
[0.01403254 0.01134262 0.9746249 ],[6.33944201e-02 2.03427369e-07 1.94131718e-07],[1.79306498e-01 5.75379488e-07 5.49087417e-07]
[0.09345274 0.03735491 0.8691923 ],[7.36143295e-02 1.61448483e-05 6.58386416e-06],[2.08212766e-01 4.56645269e-05 1.86219800e-05]
[0.03430548 0.04031048 0.92538404],[6.95920585e-02 1.27351701e-06 8.74044131e-07],[1.96836066e-01 3.60205006e-06 2.47217013e-06]
[0.00987155 0.01155541 0.978573  ],[6.21644406e-02 1.64436109e-07 1.57327070e-07],[1.75827590e-01 4.65095551e-07 4.44988153e-07]
[0.05876105 0.07857221 0.8626668 ],[8.85329378e-02 2.31555787e-05 2.57598224e-05],[2.50408963e-01 6.54938670e-05 7.28597804e-05]
[0.08624429 0.02844075 0.88531494],[6.73479903e-02 1.94301419e-06 9.57982495e-07],[1.90488883e-01 5.49567403e-06 2.70958367e-06]
[0.03681526 0.06653054 0.8966541 ],[5.52527053e-02 2.40752679e-05 2.20775954e-04],[1.56278250e-01 6.80951408e-05 6.24448698e-04]
[0.14364293 0.08235822 0.77399886],[5.74673094e-02 3.48099716e-04 4.43186893e-05],[1.62542097e-01 9.84574678e-04 1.25352183e-04]
[0.00954558 0.00562694 0.9848275 ],[6.05704190e-02 1.27744192e-07 1.22520229e-07],[1.71319016e-01 3.61315137e-07 3.46539538e-07]
[0.06902978 0.02559964 0.9053705 ],[6.81313223e-02 6.80144330e-07 5.48216667e-07],[1.92704480e-01 1.92373867e-06 1.55059089e-06]
[0.01315858 0.32567862 0.66116273],[0.00366403 0.0006564  0.05880937],[0.01036344 0.00185657 0.16633803]
[0.04783333 0.39323315 0.5589335 ],[0.01375909 0.00163336 0.04055888],[0.03891658 0.00461983 0.11471783]
[0.863523   0.00481641 0.1316605 ],[2.83499571e-06 4.65089480e-05 4.71167454e-02],[8.01857876e-06 1.31547170e-04 1.33266281e-01]
[0.02914375 0.14725311 0.8236032 ],[4.90220543e-02 8.16499861e-06 1.15790673e-04],[1.38655308e-01 2.30941035e-05 3.27505480e-04]
[0.02329847 0.01558005 0.9611214 ],[6.43191941e-02 3.66852023e-07 2.88996735e-07],[1.81922153e-01 1.03761421e-06 8.17406204e-07]
[0.00865271 0.11638664 0.8749606 ],[6.18055130e-02 7.14502361e-07 2.30276624e-06],[1.74812390e-01 2.02091786e-06 6.51320650e-06]
[0.01787183 0.6025926  0.3795356 ],[0.0014328  0.00317895 0.0843759 ],[0.00405256 0.00899143 0.23865108]
[0.04765686 0.1692296  0.78311354],[4.86891031e-02 9.23529276e-05 1.03231785e-03],[0.13771358 0.00026121 0.00291984]
[0.41883367 0.00687513 0.5742912 ],[2.62420477e-02 2.11958216e-03 4.94367923e-05],[0.07422372 0.00599508 0.00013983]
[0.05709294 0.09799166 0.8449154 ],[7.62693225e-02 7.73533952e-06 1.57795331e-05],[2.15722221e-01 2.18788441e-05 4.46312595e-05]
[0.10503682 0.01777688 0.8771863 ],[6.38937480e-02 1.99798767e-06 7.55333532e-07],[1.80718810e-01 5.65116252e-06 2.13640585e-06]
[0.00743708 0.00560006 0.98696285],[5.94026714e-02 1.00023982e-07 1.05806127e-07],[1.68016127e-01 2.82910545e-07 2.99264920e-07]
[0.01355088 0.01195818 0.97449094],[6.13426278e-02 1.73117309e-07 2.33945255e-07],[1.73503152e-01 4.89649694e-07 6.61697104e-07]
[0.03315408 0.09350882 0.8733371 ],[4.82095833e-02 2.45150331e-05 3.36021229e-04],[1.36357293e-01 6.93389847e-05 9.50411559e-04]
[0.00531905 0.00679585 0.98788506],[5.87074271e-02 1.67558384e-07 1.17664172e-07],[1.66049679e-01 4.73926679e-07 3.32804536e-07]
[0.03769036 0.01795658 0.94435304],[6.30595473e-02 5.41844423e-07 1.28568739e-06],[1.78359334e-01 1.53256746e-06 3.63647308e-06]
[0.35387892 0.01801856 0.62810254],[0.00166832 0.08519522 0.00356444],[0.00471873 0.24096848 0.01008177]
[0.00340025 0.02740122 0.9691985 ],[6.48617021e-02 2.73944470e-07 3.10449506e-07],[1.83456597e-01 7.74831970e-07 8.78083803e-07]
[0.07540293 0.03066126 0.8939358 ],[6.96539455e-02 4.98340690e-05 1.30518003e-05],[1.97011109e-01 1.40952032e-04 3.69160661e-05]
[0.08683939 0.17400949 0.7391512 ],[7.52458366e-02 2.17986626e-06 2.85941149e-06],[2.12827365e-01 6.16559286e-06 8.08763703e-06]
[0.02442434 0.39820334 0.5773723 ],[0.00935945 0.00077566 0.03655791],[0.02647253 0.00219391 0.10340138]
[0.0156085  0.01703893 0.9673525 ],[6.75394655e-02 4.14847017e-07 4.00153201e-07],[1.91030456e-01 1.17336456e-06 1.13180417e-06]
[0.06513891 0.18482359 0.7500375 ],[4.91642953e-02 2.03224529e-05 2.67256090e-04],[1.39057626e-01 5.74805771e-05 7.55914373e-04]
[0.5087512  0.02954974 0.46169904],[0.00609341 0.04046005 0.0005307 ],[0.01723477 0.11443829 0.00150104]
[0.03212756 0.0909511  0.87692136],[7.67404104e-02 3.11840910e-06 2.54535814e-06],[2.17054658e-01 8.82019290e-06 7.19935999e-06]
[0.05599173 0.08492362 0.85908467],[6.82708686e-02 2.75955779e-06 8.12576254e-06],[1.93099177e-01 7.80520810e-06 2.29831272e-05]
[0.01708291 0.00528175 0.9776354 ],[6.19340002e-02 1.57314912e-07 1.73014183e-07],[1.75175806e-01 4.44953765e-07 4.89358008e-07]
[0.50528586 0.03418244 0.4605317 ],[0.00126525 0.06789036 0.00472343],[0.00357866 0.19202294 0.01335988]
[0.07670311 0.20104249 0.7222544 ],[5.75764137e-02 3.42503607e-05 2.71629893e-04],[1.62850690e-01 9.68746492e-05 7.68285357e-04]
[0.03244839 0.01604593 0.95150566],[7.51069651e-02 1.56166923e-06 1.50552311e-06],[2.12434577e-01 4.41706761e-06 4.25826240e-06]
[0.03895354 0.03831376 0.92273265],[7.63002445e-02 2.18562500e-06 2.51541952e-06],[2.15809681e-01 6.18188102e-06 7.11468080e-06]
[0.10981633 0.02448891 0.8656948 ],[5.47589600e-02 1.17732892e-05 1.42301178e-06],[1.54881728e-01 3.32998905e-05 4.02488513e-06]
[0.00883007 0.36895713 0.62221277],[0.0032756  0.00073522 0.06515637],[0.00926481 0.00207953 0.18429006]
[0.21650647 0.0377505  0.745743  ],[6.13555285e-02 1.03202236e-04 1.58897770e-05],[1.73539641e-01 2.91900005e-04 4.49430763e-05]
[0.02590033 0.01268037 0.96141934],[6.31152104e-02 1.95069327e-07 1.85533687e-07],[1.78516773e-01 5.51739375e-07 5.24768514e-07]
[0.15068555 0.08549415 0.7638203 ],[6.08920948e-02 1.92184743e-04 2.86154938e-05],[1.72228853e-01 5.43580541e-04 8.09368389e-05]
[0.06933688 0.01002049 0.9206426 ],[5.33158638e-02 7.37894238e-06 8.76791358e-07],[1.50800035e-01 2.08708008e-05 2.47994046e-06]
[0.00231007 0.00363912 0.9940508 ],[5.77686772e-02 7.07368078e-08 7.25207645e-08],[1.63394493e-01 2.00073906e-07 2.05119697e-07]
[0.0334716  0.08475279 0.88177556],[6.34899100e-02 9.84424565e-07 2.98324032e-06],[1.79576584e-01 2.78437314e-06 8.43787783e-06]
[0.07548028 0.15003294 0.7744868 ],[3.59154236e-02 2.72405328e-05 7.64759889e-04],[1.01584158e-01 7.70478619e-05 2.16306762e-03]
[0.15779628 0.04141555 0.8007881 ],[7.03868720e-02 1.50959711e-04 3.79417824e-05],[1.99084138e-01 4.26978540e-04 1.07315566e-04]
[0.02427166 0.03370587 0.94202244],[6.24776934e-02 1.89955133e-07 2.30647714e-07],[1.76713603e-01 5.37274250e-07 6.52370251e-07]
[0.0150391  0.44422624 0.54073465],[0.00023406 0.01048586 0.01766793],[0.00066202 0.02965849 0.04997245]
[0.01522075 0.02863548 0.9561438 ],[6.32926804e-02 3.55459407e-07 2.60878476e-07],[1.79018734e-01 1.00539103e-06 7.37875759e-07]
[0.01325678 0.01208971 0.97465354],[6.14995755e-02 3.16657086e-07 2.08620798e-07],[1.73947067e-01 8.95641492e-07 5.90068725e-07]
[0.03439296 0.03932824 0.9262788 ],[7.04820996e-02 9.12857946e-07 7.65496921e-07],[1.99353482e-01 2.58195218e-06 2.16515226e-06]
[0.5276757  0.03722387 0.43510047],[0.00917473 0.02900448 0.00048127],[0.02595006 0.08203705 0.00136122]
[0.14590709 0.19535941 0.65873355],[0.04614739 0.02440331 0.00469002],[0.13052454 0.06902298 0.01326538]
[0.06122626 0.17490922 0.7638645 ],[0.03001773 0.00012067 0.0032653 ],[0.08490295 0.00034131 0.00923568]
[0.00932906 0.02993573 0.96073526],[6.91917108e-02 5.60704688e-07 5.97285138e-07],[1.95703712e-01 1.58591235e-06 1.68937749e-06]
[0.0516704  0.02361872 0.92471087],[7.10934894e-02 2.09086581e-06 4.09903871e-06],[2.01082754e-01 5.91386157e-06 1.15938323e-05]
[0.39353666 0.03030735 0.5761561 ],[0.00102815 0.06970546 0.00373428],[0.00290804 0.19715681 0.01056213]
[0.582384   0.2261846  0.19143137],[0.00064972 0.00058836 0.10059351],[0.00183767 0.00166413 0.28452141]
[0.017068   0.01898252 0.96394956],[6.44142617e-02 3.55275979e-07 2.85880246e-07],[1.82191045e-01 1.00487222e-06 8.08591444e-07]
[0.03000278 0.05713204 0.9128652 ],[6.91260514e-02 5.33056469e-07 5.50012873e-07],[1.95517999e-01 1.50771138e-06 1.55567133e-06]
[0.102267  0.0082243 0.8895087],[5.73679262e-02 1.51012878e-06 3.79093095e-07],[1.62260999e-01 4.27128921e-06 1.07223719e-06]
[0.00618353 0.01572086 0.97809565],[6.12709377e-02 1.47743258e-07 1.71543009e-07],[1.73300382e-01 4.17881038e-07 4.85196900e-07]
[0.01449275 0.02237918 0.9631281 ],[6.15845448e-02 1.53903524e-07 1.77174625e-07],[1.74187397e-01 4.35304902e-07 5.01125516e-07]
[0.01413686 0.01971022 0.9661529 ],[6.27060522e-02 1.80444933e-07 1.72415268e-07],[1.77359499e-01 5.10375342e-07 4.87664022e-07]
[0.2196124  0.05274709 0.7276405 ],[0.0079368  0.023631   0.00026052],[0.02244865 0.06683856 0.00073686]
[0.08907912 0.17137152 0.7395494 ],[0.09199443 0.00019347 0.00028285],[0.26019955 0.00054723 0.00080001]
[0.0216381 0.7321364 0.2462255],[0.06359439 0.00086339 0.00383892],[0.17987211 0.00244204 0.0108581 ]
[0.02125479 0.5103461  0.46839908],[0.00104214 0.00490696 0.06139999],[0.00294761 0.01387896 0.1736654 ]
[0.05190517 0.43454248 0.5135523 ],[0.01491648 0.00312836 0.05348813],[0.04219017 0.00884834 0.15128728]
[0.00701742 0.01984634 0.9731363 ],[6.09836582e-02 1.41249907e-07 1.63657907e-07],[1.72487833e-01 3.99515069e-07 4.62894462e-07]
[0.02990823 0.22324014 0.7468517 ],[0.00192662 0.00232736 0.10402527],[0.0054493  0.00658277 0.2942279 ]
[0.02671028 0.06585275 0.9074369 ],[6.88908604e-02 7.64051342e-07 1.11274756e-06],[1.94852778e-01 2.16106354e-06 3.14732537e-06]
[0.30632827 0.0517896  0.6418822 ],[2.92022628e-02 1.59768900e-03 4.28223545e-05],[0.08259647 0.00451895 0.00012112]
[0.00403628 0.00785919 0.98810464],[5.91019831e-02 1.43008799e-07 1.13126987e-07],[1.67165652e-01 4.04489965e-07 3.19971440e-07]
[0.01678146 0.01851801 0.9647006 ],[6.23036814e-02 2.67794410e-07 4.31425450e-07],[1.76221422e-01 7.57436974e-07 1.22025544e-06]
[0.00711414 0.01497993 0.9779059 ],[6.07901339e-02 1.46516484e-07 1.83554689e-07],[1.71940464e-01 4.14411196e-07 5.19171061e-07]
[0.43595734 0.02224335 0.5417993 ],[0.01832605 0.05570954 0.00442352],[0.0518339  0.15757036 0.01251161]
[0.06643964 0.01064282 0.92291754],[6.08431175e-02 7.17309511e-07 3.11417257e-07],[1.72090324e-01 2.02885768e-06 8.80821017e-07]
[0.0267097  0.01355192 0.9597383 ],[6.40369036e-02 2.63251339e-07 3.26078097e-07],[1.81123715e-01 7.44587228e-07 9.22288136e-07]
[0.01496448 0.0536678  0.9313677 ],[7.27850662e-02 1.31750479e-06 1.14012229e-06],[2.05867255e-01 3.72646627e-06 3.22475281e-06]
[0.00532551 0.03258715 0.96208733],[6.05237745e-02 1.75774600e-07 2.68728619e-07],[1.71187086e-01 4.97165646e-07 7.60079315e-07]
[0.00752606 0.01218255 0.9802915 ],[6.00236239e-02 1.41026303e-07 1.21926477e-07],[1.69772446e-01 3.98882621e-07 3.44860156e-07]
[0.09415767 0.02183356 0.8840087 ],[7.52304585e-02 6.99033031e-06 3.92928622e-06],[2.12783870e-01 1.97716399e-05 1.11136997e-05]
[0.01257081 0.69483453 0.29259464],[2.80353256e-06 5.31979693e-02 2.86634857e-05],[7.92958753e-06 1.50466579e-01 8.10725804e-05]
[0.15309869 0.13398722 0.7129141 ],[0.01847637 0.00345527 0.04848374],[0.05225906 0.00977299 0.13713272]
[0.03073002 0.15988216 0.8093878 ],[3.29176903e-02 3.06370639e-05 9.91829629e-04],[9.31052881e-02 8.66547025e-05 2.80531783e-03]
[0.00887155 0.1130222  0.8781062 ],[5.67210574e-02 1.00863181e-06 6.33442634e-06],[1.60431377e-01 2.85284156e-06 1.79164633e-05]
[0.00487187 0.01090544 0.9842227 ],[6.01316771e-02 1.09927633e-07 1.08199864e-07],[1.70078067e-01 3.10922300e-07 3.06035431e-07]
[0.03950279 0.02326414 0.9372331 ],[6.25575811e-02 4.99886528e-07 2.94413698e-07],[1.76939559e-01 1.41389261e-06 8.32727688e-07]
[0.01690456 0.19175655 0.7913389 ],[3.28144519e-02 1.65967735e-05 6.02776406e-04],[9.28132859e-02 4.69427644e-05 1.70490914e-03]
[0.04140099 0.20105352 0.7575455 ],[1.99253603e-02 7.80392094e-05 4.42323084e-03],[0.05635743 0.00022073 0.01251079]
