[0.11976594 0.16781613 0.7124179 ],[0.04925735 0.00233998 0.00025277],[0.13932083 0.00661847 0.00071493]
[0.01447136 0.31369442 0.67183423],[3.50098010e-02 2.94675455e-05 8.43720720e-04],[9.90226706e-02 8.33468051e-05 2.38640257e-03]
[0.01434593 0.01013868 0.97551537],[7.04806996e-02 7.25020196e-07 6.79807289e-07],[1.99349523e-01 2.05066679e-06 1.92278538e-06]
[0.0197886  0.00718661 0.9730248 ],[6.42935051e-02 4.09186498e-07 3.09449147e-07],[1.81849494e-01 1.15735419e-06 8.75254362e-07]
[0.00610131 0.00944411 0.9844545 ],[6.43641396e-02 2.27239955e-07 2.23183036e-07],[1.82049278e-01 6.42731652e-07 6.31256954e-07]
[0.0373337  0.41687447 0.54579186],[0.01188037 0.00246883 0.05494545],[0.03360277 0.00698292 0.15540919]
[0.00991977 0.01094164 0.97913855],[6.07238185e-02 1.39707762e-07 1.67759524e-07],[1.71752895e-01 3.95153222e-07 4.74495587e-07]
[0.01290701 0.01656604 0.97052693],[6.30488402e-02 2.01274115e-07 1.87115846e-07],[1.78329050e-01 5.69289165e-07 5.29243534e-07]
[0.32640532 0.01642267 0.657172  ],[0.00992252 0.01541179 0.00016647],[0.02806514 0.04359112 0.00047086]
[0.00266089 0.03682499 0.9605141 ],[6.34187373e-02 2.61564679e-07 2.20746029e-07],[1.79375277e-01 7.39816632e-07 6.24364055e-07]
[0.00344201 0.02208451 0.9744735 ],[5.78181516e-02 2.31780868e-07 6.40770755e-07],[1.63534428e-01 6.55575293e-07 1.81237338e-06]
[0.05374907 0.04674361 0.8995073 ],[7.74233388e-02 2.87598181e-06 3.52412320e-06],[2.18986271e-01 8.13450496e-06 9.96772566e-06]
[0.36136448 0.14353769 0.4950978 ],[0.00593969 0.09599902 0.00407978],[0.01679999 0.27152622 0.01153937]
[0.01020551 0.6750532  0.31474128],[3.87137081e-05 2.94711946e-02 1.47099910e-03],[0.0001095  0.08335713 0.00416061]
[0.07832372 0.01494328 0.90673304],[7.76570904e-02 3.31684340e-06 2.80011434e-06],[2.19647421e-01 9.38144984e-06 7.91991935e-06]
[0.290009   0.02014686 0.68984413],[0.01336278 0.00981106 0.00012516],[0.03779565 0.02774987 0.000354  ]
[0.3431474  0.01698881 0.63986385],[0.00487944 0.05848344 0.00091221],[0.01380113 0.16541615 0.00258013]
[0.1992587  0.11972355 0.68101776],[0.03610445 0.00677345 0.00049489],[0.10211881 0.01915821 0.00139977]
[0.4293741  0.01260662 0.5580193 ],[0.00086257 0.06577056 0.00367721],[0.00243972 0.18602722 0.01040071]
[0.10665864 0.016911   0.8764304 ],[6.68559563e-02 1.13686451e-05 3.26509883e-06],[1.89097200e-01 3.21553841e-05 9.23509409e-06]
[0.6426971  0.02632916 0.33097374],[6.69192977e-05 4.29298276e-03 1.90836350e-02],[0.00018928 0.01214239 0.05397667]
[0.02076059 0.01740589 0.96183354],[6.81044553e-02 4.70558047e-07 5.05352628e-07],[1.92628489e-01 1.33093914e-06 1.42935308e-06]
[0.00533854 0.73448884 0.26017267],[0.00342066 0.0009494  0.07063524],[0.00967509 0.00268531 0.19978664]
[0.00686971 0.02260823 0.970522  ],[5.96620917e-02 4.16276230e-07 1.33581409e-06],[1.68749878e-01 1.17740698e-06 3.77825280e-06]
[0.02519324 0.44047025 0.5343365 ],[0.00017502 0.01350736 0.01173672],[0.00049503 0.03820457 0.03319647]
[0.1939609  0.01449264 0.7915465 ],[2.84478730e-02 1.04520796e-03 2.30545107e-05],[8.04627357e-02 2.95629453e-03 6.52080035e-05]
[0.00956401 0.0131344  0.97730166],[6.34685754e-02 2.68616733e-07 3.64014041e-07],[1.79516240e-01 7.59762855e-07 1.02958719e-06]
[0.1519412  0.04004273 0.80801606],[7.73290676e-02 3.00731186e-05 7.79510142e-05],[2.18719632e-01 8.50596244e-05 2.20478763e-04]
[0.23068643 0.0145051  0.7548085 ],[4.69611847e-02 4.89031200e-05 2.94796385e-06],[1.32826289e-01 1.38318911e-04 8.33810092e-06]
[0.04347703 0.08194441 0.8745786 ],[8.53731264e-02 1.38960716e-05 1.21019137e-05],[2.41471666e-01 3.93040259e-05 3.42293809e-05]
[0.01071622 0.01498996 0.97429377],[6.32529434e-02 1.99830894e-07 2.21522232e-07],[1.78906341e-01 5.65207122e-07 6.26559490e-07]
[0.00599756 0.0169221  0.97708035],[6.30872523e-02 3.71697979e-07 7.02395928e-07],[1.78437696e-01 1.05132064e-06 1.98667569e-06]
[0.2807961  0.03908086 0.680123  ],[0.02104719 0.00751075 0.00019263],[0.05953044 0.02124361 0.00054483]
[0.62342316 0.01564411 0.3609327 ],[1.24249034e-05 4.33002387e-04 3.45572225e-02],[3.51429339e-05 1.22471570e-03 9.77425854e-02]
[0.03192398 0.08086938 0.8872066 ],[5.47836259e-02 1.95032425e-05 2.21101209e-06],[1.54951493e-01 5.51635000e-05 6.25368658e-06]
[0.01298854 0.01539312 0.97161835],[6.51395599e-02 3.19977915e-07 2.85417147e-07],[1.84242498e-01 9.05034213e-07 8.07281600e-07]
[0.02788317 0.09564029 0.8764765 ],[7.83466150e-02 6.04399992e-06 9.57509457e-06],[2.21597691e-01 1.70950133e-05 2.70824572e-05]
[0.1650046  0.07326688 0.76172847],[0.00660152 0.05024941 0.00094854],[0.01867193 0.1421268  0.00268288]
[0.02278924 0.01658309 0.9606277 ],[6.69547574e-02 4.21939817e-07 4.84218124e-07],[1.89376652e-01 1.19342602e-06 1.36957568e-06]
[0.03762371 0.02420671 0.9381696 ],[6.77174414e-02 7.12330293e-07 1.13352900e-06],[1.91533848e-01 2.01477432e-06 3.20610418e-06]
[0.18251118 0.05067385 0.76681495],[4.86379564e-02 4.85642628e-04 3.85563423e-05],[1.37568915e-01 1.37360478e-03 1.09053804e-04]
[0.01142988 0.23285134 0.75571877],[8.44254537e-02 3.90538022e-05 6.66391283e-05],[2.38791243e-01 1.10460833e-04 1.88483918e-04]
[0.41514036 0.00763284 0.5772268 ],[0.00220206 0.09065895 0.00119908],[0.00622836 0.25642222 0.0033915 ]
[0.03685801 0.04256404 0.920578  ],[6.36011406e-02 2.28536385e-07 2.70834765e-07],[1.79891191e-01 6.46398510e-07 7.66036397e-07]
[0.46039227 0.00746704 0.5321407 ],[0.00080159 0.06995916 0.00299525],[0.00226723 0.19787439 0.00847185]
[0.85419315 0.00661053 0.13919625],[1.64107683e-06 2.29273582e-05 4.86292750e-02],[4.64166623e-06 6.48483617e-05 1.37544360e-01]
[0.03738435 0.03361519 0.92900044],[6.90051180e-02 5.17418001e-07 5.08660971e-07],[1.95175948e-01 1.46347911e-06 1.43871049e-06]
[0.01284347 0.5113692  0.47578728],[0.00115528 0.00260076 0.08453203],[0.00326762 0.00735607 0.2390927 ]
[0.04612525 0.50758535 0.4462894 ],[0.01264953 0.00053969 0.02381027],[0.03577826 0.00152647 0.0673456 ]
[0.05970316 0.03394593 0.90635085],[7.38873598e-02 1.72447111e-06 2.25177813e-06],[2.08985013e-01 4.87754088e-06 6.36899035e-06]
[0.00891588 0.00954568 0.9815384 ],[6.19663218e-02 2.51614669e-07 4.02958175e-07],[1.75267225e-01 7.11673755e-07 1.13973783e-06]
[0.7411233 0.0397696 0.2191071],[5.97704552e-06 1.13965856e-04 4.48185688e-02],[1.69056377e-05 3.22344119e-04 1.26766056e-01]
[0.02621336 0.09462347 0.87916315],[6.35120488e-02 2.74723215e-06 1.24971083e-05],[1.79639201e-01 7.77034593e-06 3.53471601e-05]
[0.09102533 0.01398946 0.89498514],[4.63604172e-02 6.08017596e-05 3.49869607e-06],[1.31127062e-01 1.71973346e-04 9.89580687e-06]
[0.00842375 0.96680665 0.02476966],[2.30279839e-07 6.14209633e-02 3.72907478e-07],[6.51329744e-07 1.73724719e-01 1.05474163e-06]
[0.04078674 0.00927259 0.9499407 ],[0.01050057 0.01174082 0.00011404],[0.02970009 0.03320807 0.00032255]
[0.00557732 0.00878887 0.9856338 ],[5.89477389e-02 1.34864186e-07 2.09418425e-07],[1.66729384e-01 3.81453521e-07 5.92324753e-07]
[0.00392048 0.38262376 0.6134558 ],[0.0002847  0.00648123 0.02888712],[0.00080525 0.01833169 0.0817051 ]
[0.02764642 0.07010715 0.9022464 ],[6.56129903e-02 3.80677481e-07 3.28316276e-07],[1.85581561e-01 1.07671851e-06 9.28618661e-07]
[0.02543799 0.01023625 0.96432567],[6.05848482e-02 2.11294400e-07 1.54569550e-07],[1.71359828e-01 5.97630812e-07 4.37188708e-07]
[0.05085205 0.03529784 0.91385007],[6.64601346e-02 1.55192870e-06 7.89711733e-07],[1.87977648e-01 4.38951723e-06 2.23364209e-06]
[0.00906466 0.96125674 0.02967856],[5.91711463e-07 6.24494136e-02 1.62515185e-06],[1.67361275e-06 1.76633615e-01 4.59662357e-06]
[0.0497071  0.02128773 0.92900515],[7.49540100e-02 3.31149520e-06 2.33632644e-06],[2.12001955e-01 9.36632284e-06 6.60812909e-06]
[0.01629643 0.40896708 0.5747365 ],[0.00036187 0.00647502 0.03246496],[0.00102353 0.01831414 0.09182477]
[0.02204587 0.04377063 0.9341836 ],[7.29704233e-02 1.07011647e-06 1.02831940e-06],[2.06391525e-01 3.02674645e-06 2.90852648e-06]
[0.22514753 0.08214309 0.6927094 ],[0.04208589 0.0021317  0.00015176],[0.11903687 0.00602937 0.00042923]
[0.0426806  0.01445006 0.94286925],[6.26361257e-02 1.40486142e-06 5.50131379e-07],[1.77161717e-01 3.97354815e-06 1.55600651e-06]
[0.01592585 0.01119208 0.97288203],[6.29568005e-02 1.75163705e-07 1.77531187e-07],[1.78068722e-01 4.95437773e-07 5.02134026e-07]
[0.01441405 0.02571637 0.95986956],[6.06507333e-02 2.75632905e-07 5.99471300e-07],[1.71546179e-01 7.79607585e-07 1.69556088e-06]
[0.65096205 0.00910055 0.33993745],[8.73554461e-05 6.56362612e-03 1.57515622e-02],[0.00024708 0.01856474 0.04455215]
[0.34983456 0.02492994 0.6252355 ],[3.10041203e-02 2.45485991e-03 8.70491493e-05],[0.08769289 0.00694339 0.00024621]
[0.46844748 0.0193914  0.51216114],[0.00753498 0.03061547 0.00039821],[0.02131213 0.08659362 0.00112631]
[0.03790138 0.11861442 0.84348416],[2.17245381e-02 4.50608852e-05 2.69451576e-03],[0.06144627 0.00012745 0.00762124]
[0.05659931 0.02011999 0.9232807 ],[5.32033910e-02 2.16632876e-05 2.14968058e-06],[1.50481914e-01 6.12730303e-05 6.08021486e-06]
[0.05278976 0.22403036 0.7231799 ],[0.06791011 0.00032088 0.00135207],[0.19207878 0.00090759 0.00382423]
[0.01492669 0.16958606 0.8154873 ],[3.71432741e-02 9.68466539e-06 2.99074365e-04],[1.05057044e-01 2.73923703e-05 8.45910045e-04]
[0.05854843 0.09131555 0.85013604],[8.60582278e-02 6.58290805e-05 1.14759947e-04],[2.43409426e-01 1.86192757e-04 3.24590146e-04]
[0.01708538 0.05750031 0.9254143 ],[6.08568081e-02 1.32956653e-07 1.28132403e-07],[1.72129047e-01 3.76058203e-07 3.62413163e-07]
[0.02110164 0.01302756 0.9658708 ],[6.07091061e-02 4.26982804e-07 2.31485697e-07],[1.71711282e-01 1.20768974e-06 6.54740423e-07]
[0.06569676 0.02763489 0.9066684 ],[6.73440899e-02 6.60600093e-07 5.07033108e-07],[1.90477851e-01 1.86845922e-06 1.43410620e-06]
[0.08041851 0.1803695  0.73921204],[0.02119646 0.0005303  0.01438524],[0.05995266 0.00149991 0.0406876 ]
[0.00804151 0.02920958 0.962749  ],[5.99071305e-02 1.79792054e-07 1.34795542e-07],[1.69442953e-01 5.08528721e-07 3.81259367e-07]
[0.06696431 0.01897928 0.9140565 ],[6.13083234e-02 6.90836073e-06 1.53504095e-06],[1.73406125e-01 1.95397949e-05 4.34175145e-06]
[0.04759706 0.12993081 0.82247216],[0.01501908 0.00013834 0.0092223 ],[0.04248036 0.00039128 0.0260846 ]
[0.26924458 0.03128192 0.6994735 ],[0.01778527 0.00781062 0.0001476 ],[0.05030435 0.02209178 0.00041749]
[0.01125144 0.02061389 0.96813476],[6.62835045e-02 3.08463379e-07 3.11909817e-07],[1.87478062e-01 8.72466189e-07 8.82214188e-07]
[0.03907648 0.10630806 0.85461545],[6.29495183e-02 4.63152784e-05 8.29711103e-06],[1.78048125e-01 1.30999390e-04 2.34677739e-05]
[0.02696334 0.02975133 0.9432853 ],[6.29766838e-02 2.21448369e-07 2.82202534e-07],[1.78124961e-01 6.26350574e-07 7.98189302e-07]
[0.02449443 0.5251537  0.45035186],[0.00906909 0.00065697 0.03435342],[0.02565127 0.0018582  0.09716615]
[0.05414283 0.01642268 0.9294345 ],[7.26315453e-02 1.02799279e-06 9.74284250e-07],[2.05433033e-01 2.90760270e-06 2.75569200e-06]
[0.01416348 0.01449024 0.9713462 ],[6.06962132e-02 1.54072954e-07 1.34203850e-07],[1.71674816e-01 4.35784123e-07 3.79585809e-07]
[0.01337018 0.04003592 0.9465939 ],[6.61572092e-02 7.62328256e-07 4.98703227e-07],[1.87120845e-01 2.15618992e-06 1.41054573e-06]
[0.00794681 0.35521594 0.63683724],[0.00418386 0.0008353  0.06098794],[0.01183375 0.00236257 0.17249994]
[0.16254057 0.01492005 0.8225394 ],[3.62970505e-02 3.35334493e-04 1.05083122e-05],[1.02663562e-01 9.48469176e-04 2.97219954e-05]
[0.9198743  0.00459667 0.07552904],[2.09155848e-07 3.92846123e-07 5.99624450e-02],[5.91582073e-07 1.11113663e-06 1.69599406e-01]
[0.05611437 0.02069293 0.9231927 ],[6.72974249e-02 5.64689533e-07 8.10281417e-07],[1.90345862e-01 1.59718319e-06 2.29182194e-06]
[0.01348418 0.03608276 0.95043296],[6.96383482e-02 1.71600543e-06 1.06195314e-06],[1.96966993e-01 4.85359632e-06 3.00365707e-06]
[0.08813298 0.018643   0.89322394],[6.39709674e-02 2.52380325e-06 8.97665828e-07],[1.80937219e-01 7.13839357e-06 2.53898238e-06]
[0.01044802 0.00929468 0.9802572 ],[5.82842140e-02 8.06213495e-08 7.82317672e-08],[1.64852652e-01 2.28031612e-07 2.21272852e-07]
[0.01844281 0.01878771 0.9627695 ],[6.81058118e-02 5.65672072e-07 5.01615502e-07],[1.92632325e-01 1.59996223e-06 1.41878289e-06]
[0.03315274 0.03253156 0.93431574],[6.71503912e-02 1.42627790e-06 7.95679216e-07],[1.89929988e-01 4.03412311e-06 2.25052068e-06]
[0.12255214 0.05353648 0.82391137],[8.71192525e-02 4.52989210e-05 3.23741494e-05],[2.46410457e-01 1.28124697e-04 9.15679222e-05]
[0.00481224 0.00336801 0.99181974],[5.96890897e-02 1.56869986e-07 1.24102329e-07],[1.68826240e-01 4.43695323e-07 3.51014392e-07]
[0.01222083 0.00190452 0.9858746 ],[5.79863908e-02 8.34709196e-08 9.42469736e-08],[1.64010280e-01 2.36091413e-07 2.66570696e-07]
[0.12855116 0.02318715 0.84826165],[7.69031036e-02 2.42760202e-06 2.82340899e-06],[2.17514824e-01 6.86629541e-06 7.98580657e-06]
[0.01309869 0.6822893  0.30461198],[4.05603286e-05 2.78045329e-02 1.67294794e-03],[0.00011472 0.07864309 0.00473181]
[0.01352663 0.01343124 0.97304213],[6.18020363e-02 1.74547188e-07 1.55998389e-07],[1.74802556e-01 4.93694001e-07 4.41230075e-07]
[0.04111425 0.03131761 0.92756814],[6.45758835e-02 4.29445448e-07 7.30606935e-07],[1.82648180e-01 1.21465515e-06 2.06646847e-06]
[0.0161923  0.78154    0.20226772],[2.60482702e-06 5.78463501e-02 1.80058339e-05],[7.36756339e-06 1.63614186e-01 5.09281889e-05]
[0.02174442 0.18480685 0.7934488 ],[7.21112195e-02 2.10075445e-06 3.75871055e-06],[2.03961329e-01 5.94183088e-06 1.06312389e-05]
[0.01627993 0.01124137 0.9724787 ],[6.23145648e-02 9.10175767e-07 4.11205286e-07],[1.76252205e-01 2.57436583e-06 1.16306418e-06]
[0.18742687 0.08674727 0.72582585],[0.05012308 0.00673439 0.00098063],[0.14176947 0.01904774 0.00277365]
[0.01087707 0.4173741  0.5717488 ],[3.20844178e-02 2.78532081e-05 9.53646909e-04],[9.07484377e-02 7.87807692e-05 2.69732078e-03]
[0.01129791 0.4753323  0.51336986],[0.0086939  0.00028335 0.02308191],[0.02459006 0.00080145 0.06528551]
[0.04203203 0.28762114 0.6703468 ],[1.68392810e-02 8.57168416e-05 5.86159909e-03],[0.04762868 0.00024244 0.01657911]
[0.06644651 0.11111655 0.822437  ],[8.70659296e-02 9.65044925e-05 1.64810792e-04],[0.24625964 0.00027296 0.00046616]
[0.02906794 0.05071236 0.9202196 ],[7.16636405e-02 8.21685322e-07 8.01488627e-07],[2.02695385e-01 2.32407705e-06 2.26695217e-06]
[0.8316025  0.01094589 0.15745166],[7.60882962e-06 1.88033107e-04 4.08855230e-02],[2.15210201e-05 5.31837939e-04 1.15641722e-01]
[0.00954442 0.37283686 0.61761874],[0.00129546 0.00224238 0.09244416],[0.00366412 0.0063424  0.26147157]
[0.03682094 0.06481665 0.8983624 ],[6.04285617e-02 2.36943602e-07 4.68672730e-07],[1.70917783e-01 6.70177711e-07 1.32560666e-06]
[0.01272059 0.01354378 0.97373563],[6.30939490e-02 2.75281109e-07 2.20744659e-07],[1.78456637e-01 7.78612556e-07 6.24360182e-07]
[0.01790637 0.2912524  0.6908412 ],[2.90225193e-02 1.71597297e-05 8.02590420e-04],[8.20880809e-02 4.85350448e-05 2.27006851e-03]
[0.01046581 0.49017477 0.4993595 ],[0.00032593 0.0086864  0.02470444],[0.00092186 0.02456886 0.06987472]
[0.03285715 0.09504801 0.87209487],[7.25519048e-02 1.01262567e-06 1.10084971e-06],[2.05207775e-01 2.86413792e-06 3.11367317e-06]
[0.0249278  0.16418912 0.81088305],[4.03362608e-02 6.05373982e-06 1.56714463e-04],[1.14088174e-01 1.71225619e-05 4.43255437e-04]
[0.00421246 0.01254681 0.9832408 ],[5.96231860e-02 1.13542232e-07 1.29236515e-07],[1.68639837e-01 3.21145928e-07 3.65536064e-07]
[0.75566834 0.00910084 0.23523079],[4.53713094e-05 3.30082916e-03 1.90255834e-02],[0.00012833 0.00933615 0.05381248]
[0.64136916 0.0145708  0.34405994],[0.00543639 0.04159997 0.00047764],[0.01537645 0.11766247 0.00135096]
[0.11381473 0.03394384 0.8522414 ],[7.62960060e-02 4.86331153e-06 8.66639276e-06],[2.15797693e-01 1.37555223e-05 2.45122604e-05]
[0.05075446 0.07065362 0.8785919 ],[8.04625775e-02 5.45837689e-06 6.64537205e-06],[2.27582537e-01 1.54386212e-05 1.87959506e-05]
[0.08378259 0.03902093 0.8771965 ],[6.42303563e-02 8.33949388e-06 2.16795453e-06],[1.81670882e-01 2.35876507e-05 6.13190138e-06]
[0.00745797 0.9098831  0.08265892],[1.94998870e-06 5.11361999e-02 2.29679891e-05],[5.51540095e-06 1.44635015e-01 6.49632835e-05]
[0.06369931 0.2786421  0.6576585 ],[0.00352707 0.0009825  0.07042688],[0.00997606 0.00277893 0.1991973 ]
[0.24254704 0.01501244 0.7424405 ],[5.65904144e-02 1.21443461e-04 1.42040652e-05],[1.60061863e-01 3.43493979e-04 4.01751634e-05]
[0.01403645 0.22523099 0.7607326 ],[4.54812196e-02 6.08613852e-06 1.10798042e-04],[1.28640315e-01 1.72141993e-05 3.13384188e-04]
[0.02140316 0.03416152 0.94443536],[6.19664796e-02 1.25335289e-06 4.86602735e-07],[1.75267672e-01 3.54501732e-06 1.37632037e-06]
[0.05984708 0.01998638 0.92016655],[6.55539636e-02 8.85417272e-07 5.19819106e-07],[1.85414609e-01 2.50433823e-06 1.47027046e-06]
[0.01846321 0.01271767 0.9688192 ],[6.29278568e-02 1.85551946e-07 1.78166421e-07],[1.77986857e-01 5.24820158e-07 5.03930737e-07]
[0.11727563 0.24362522 0.6390991 ],[0.08420261 0.00066739 0.00143448],[0.23816095 0.00188767 0.00405731]
[0.03495267 0.05725484 0.90779245],[6.86629168e-02 5.98471407e-07 7.44883050e-07],[1.94208056e-01 1.69273276e-06 2.10684742e-06]
[0.03673547 0.03118015 0.93208444],[6.48701994e-02 4.88963950e-07 8.72417059e-07],[1.83480632e-01 1.38299890e-06 2.46756807e-06]
[0.07416617 0.03618272 0.8896512 ],[6.09026874e-02 3.16721518e-06 8.31906716e-07],[1.72258813e-01 8.95823733e-06 2.35298752e-06]
[0.01664887 0.05351018 0.9298409 ],[6.63829782e-02 1.22592618e-06 3.10075195e-06],[1.87759416e-01 3.46744285e-06 8.77025091e-06]
[0.02116683 0.00624226 0.97259086],[6.07210836e-02 3.30540151e-07 2.02477216e-07],[1.71745160e-01 9.34908729e-07 5.72692049e-07]
[0.02621103 0.47977826 0.4940107 ],[0.02496054 0.00228012 0.02969724],[0.07059908 0.00644914 0.08399649]
[0.01155929 0.28695238 0.7014884 ],[2.93783379e-02 4.49724783e-05 1.65880204e-03],[0.08309449 0.0001272  0.0046918 ]
[0.0114951  0.04014364 0.94836134],[6.23728000e-02 2.73873242e-07 4.46052974e-07],[1.76416919e-01 7.74630507e-07 1.26162833e-06]
[0.03866733 0.21235336 0.74897933],[0.02694458 0.00022269 0.00596891],[0.07621079 0.00062986 0.01688263]
[0.01786139 0.19272324 0.7894154 ],[3.38035428e-02 1.86768647e-05 6.21104630e-04],[9.56108573e-02 5.28261506e-05 1.75674918e-03]
[0.3719726  0.02555933 0.60246813],[0.00148859 0.08347285 0.00336399],[0.00421036 0.23609687 0.0095148 ]
[0.01711823 0.02688268 0.9559991 ],[6.36817554e-02 2.08030560e-07 2.23195188e-07],[1.80119204e-01 5.88399280e-07 6.31291325e-07]
[0.1624074 0.0072746 0.8303181],[5.12536734e-02 2.31607588e-05 1.98322863e-06],[1.44967280e-01 6.55085185e-05 5.60941765e-06]
[0.33987054 0.05345179 0.60667765],[0.00071831 0.03940417 0.00789076],[0.00203167 0.11145184 0.02231844]
[0.05895064 0.06109926 0.87995017],[7.10177073e-02 1.24916282e-06 1.86288903e-06],[2.00868410e-01 3.53316601e-06 5.26904587e-06]
[0.03205881 0.02830803 0.9396332 ],[6.46865967e-02 3.40778587e-07 4.57326882e-07],[1.82961325e-01 9.63867399e-07 1.29351576e-06]
[0.57845986 0.02051227 0.4010279 ],[0.0078216  0.03602718 0.00058565],[0.02212283 0.10190024 0.00165648]
[0.06596503 0.06144962 0.8725854 ],[9.33596762e-02 6.33979688e-05 6.89256229e-05],[2.64061040e-01 1.79316535e-04 1.94951101e-04]
[0.07835836 0.02229587 0.89934576],[6.78510967e-02 1.20676632e-06 7.49609357e-07],[1.91911882e-01 3.41325058e-06 2.12021544e-06]
[0.57292944 0.01330238 0.41376817],[0.0049852  0.04779024 0.00059165],[0.01410029 0.13517121 0.00167345]
[0.06017215 0.10472135 0.8351065 ],[6.86665610e-02 1.65653917e-05 6.79462242e-05],[1.94218364e-01 4.68540033e-05 1.92180944e-04]
[0.23519103 0.0125304  0.7522785 ],[5.51899937e-02 2.24533993e-04 2.43527036e-05],[1.56100875e-01 6.35078035e-04 6.88798475e-05]
[0.01721832 0.04059474 0.94218683],[6.61104378e-02 5.30025196e-07 8.48874344e-07],[1.86988556e-01 1.49913764e-06 2.40097922e-06]
[0.00389565 0.01628544 0.97981894],[6.12693869e-02 1.52466575e-07 1.83818637e-07],[1.73295996e-01 4.31240596e-07 5.19917618e-07]
[0.01147559 0.03198333 0.95654106],[6.24693784e-02 1.18166240e-06 4.92146122e-07],[1.76690084e-01 3.34224597e-06 1.39199944e-06]
[0.03536781 0.00679101 0.9578413 ],[6.38203264e-02 2.05421023e-07 2.11880342e-07],[1.80511142e-01 5.81018394e-07 5.99288106e-07]
[0.02413269 0.0176173  0.95825005],[6.23956434e-02 1.95401235e-06 6.63616614e-07],[1.76481530e-01 5.52678153e-06 1.87699123e-06]
[0.01164056 0.01552506 0.9728344 ],[6.11607347e-02 3.79101144e-07 2.27408301e-07],[1.72988681e-01 1.07225996e-06 6.43207806e-07]
[0.02363681 0.24255496 0.7338082 ],[3.42924209e-02 1.48778255e-05 5.02125821e-04],[9.69936134e-02 4.20808451e-05 1.42022629e-03]
[0.1288915  0.28165036 0.5894581 ],[0.04710325 0.00023524 0.00240457],[0.13322811 0.00066535 0.00680114]
[0.01937806 0.7347662  0.24585581],[0.00668591 0.00118448 0.055051  ],[0.0189106  0.00335021 0.15570775]
[0.01772369 0.01704376 0.9652326 ],[6.47951968e-02 2.85790881e-07 3.37375066e-07],[1.83268492e-01 8.08338680e-07 9.54240788e-07]
[0.02514937 0.01800418 0.9568465 ],[6.29090390e-02 2.02916222e-07 1.85332702e-07],[1.77933632e-01 5.73933747e-07 5.24200042e-07]
[0.02584614 0.03247551 0.94167835],[7.31520016e-02 1.08738470e-06 1.04719934e-06],[2.06905106e-01 3.07558838e-06 2.96192702e-06]
[0.01205074 0.3516471  0.6363022 ],[0.01511228 0.00010033 0.00737388],[0.04274398 0.00028377 0.02085648]
[0.10545329 0.14493841 0.74960834],[6.41545647e-02 6.17871323e-06 3.05970672e-05],[1.81456511e-01 1.74760401e-05 8.65415749e-05]
[0.00551154 0.02147717 0.9730112 ],[6.30682713e-02 2.54321489e-07 3.50662797e-07],[1.78384009e-01 7.19329796e-07 9.91824168e-07]
[0.48419636 0.02109642 0.49470723],[0.00075931 0.05040637 0.00548941],[0.00214766 0.14257075 0.01552639]
[0.05199996 0.01118834 0.9368117 ],[7.01702097e-02 9.65595512e-07 1.38387356e-06],[1.98471325e-01 2.73111654e-06 3.91418552e-06]
[0.06367707 0.02892902 0.9073939 ],[8.29300025e-02 9.30309410e-06 1.18089412e-05],[2.34561468e-01 2.63131237e-05 3.34007297e-05]
[0.01060578 0.20469296 0.7847013 ],[5.74627930e-02 8.59506545e-06 7.01265640e-05],[1.62529322e-01 2.43105163e-05 1.98347876e-04]
[0.01789911 0.03059311 0.9515077 ],[7.49661410e-02 1.49345191e-06 1.44722701e-06],[2.12036267e-01 4.22411991e-06 4.09337613e-06]
[0.06439998 0.05940173 0.87619835],[7.81917193e-02 2.73447904e-05 6.64389978e-05],[2.21159580e-01 7.73427468e-05 1.87917864e-04]
[0.41977713 0.01739231 0.5628305 ],[5.55130779e-02 1.99256916e-04 2.19707038e-05],[1.57014695e-01 5.63583667e-04 6.21425346e-05]
[0.17353117 0.06150996 0.76495886],[0.08794509 0.00031854 0.00017925],[0.24874629 0.00090096 0.00050701]
[0.01366558 0.7733103  0.21302412],[1.78289973e-06 4.92878528e-02 2.38161406e-05],[5.04280197e-06 1.39407100e-01 6.73622182e-05]
[0.01521143 0.08792192 0.8968666 ],[7.53866997e-02 2.50936266e-06 3.53118876e-06],[2.13225786e-01 7.09754942e-06 9.98771007e-06]
[0.04854548 0.03471918 0.91673523],[6.47068069e-02 1.88381052e-06 7.72955845e-07],[1.83018488e-01 5.32822078e-06 2.18624928e-06]
[0.01352217 0.00929276 0.9771851 ],[6.17461748e-02 2.12965157e-07 3.16337718e-07],[1.74644556e-01 6.02356425e-07 8.94738181e-07]
[0.01115174 0.03685195 0.9519962 ],[5.92866033e-02 1.53723968e-07 2.51282050e-07],[1.67687837e-01 4.34797042e-07 7.10732965e-07]
[0.22117509 0.05970227 0.71912265],[0.02131231 0.00480125 0.00010008],[0.06028031 0.01357998 0.00028306]
[0.08477961 0.03033589 0.88488454],[7.25644726e-02 1.33012543e-06 1.70394673e-06],[2.05243323e-01 3.76216283e-06 4.81948914e-06]
[0.01656118 0.01538476 0.968054  ],[6.54338800e-02 2.87560108e-07 3.11042012e-07],[1.85074961e-01 8.13342811e-07 8.79759664e-07]
[0.01921032 0.06631108 0.91447866],[6.86233681e-02 4.95321646e-07 5.15919401e-07],[1.94096196e-01 1.40098118e-06 1.45924043e-06]
